subscription_id,customer_id,product_category,plan_type,start_date,status,cancellation_date
SUB00403,CUST01002,skincare,quarterly,2024-03-03,active,
SUB00404,CUST01003,supplements,monthly,2024-03-26,cancelled,2024-09-22
SUB00405,CUST01004,skincare,quarterly,2024-03-02,cancelled,2024-05-31
SUB00406,CUST01005,skincare,monthly,2024-03-21,active,
SUB00407,CUST01006,skincare,quarterly,2024-03-13,active,
SUB00408,CUST01007,supplements,monthly,2024-03-11,cancelled,2024-04-10
SUB00409,CUST01008,supplements,quarterly,2024-03-29,active,
SUB00410,CUST01009,wellness_bundle,monthly,2024-03-17,active,
SUB00411,CUST01011,supplements,monthly,2024-03-05,active,
SUB00412,CUST01014,wellness_bundle,quarterly,2024-03-20,active,
SUB00413,CUST01018,skincare,monthly,2024-03-12,cancelled,2024-08-09
SUB00414,CUST01019,skincare,monthly,2024-03-05,cancelled,2024-05-04
SUB00415,CUST01020,haircare,monthly,2024-03-12,active,
SUB00416,CUST01021,wellness_bundle,monthly,2024-03-09,active,
SUB00417,CUST01022,skincare,monthly,2024-03-12,active,
SUB00418,CUST01023,skincare,monthly,2024-03-04,active,
SUB00419,CUST01024,wellness_bundle,monthly,2024-03-12,cancelled,2024-08-09
SUB00420,CUST01025,skincare,quarterly,2024-03-01,active,
SUB00421,CUST01026,haircare,quarterly,2024-03-26,active,
SUB00422,CUST01027,skincare,monthly,2024-03-22,active,
SUB00423,CUST01028,supplements,monthly,2024-03-29,active,
SUB00424,CUST01029,wellness_bundle,quarterly,2024-03-20,active,
SUB00425,CUST01032,wellness_bundle,monthly,2024-03-15,cancelled,2024-04-14
SUB00426,CUST01033,skincare,quarterly,2024-03-25,active,
SUB00427,CUST01035,wellness_bundle,quarterly,2024-03-25,active,
SUB00428,CUST01036,skincare,monthly,2024-03-09,active,
SUB00429,CUST01038,skincare,quarterly,2024-03-21,active,
SUB00430,CUST01041,supplements,monthly,2024-03-27,cancelled,2024-12-22
SUB00431,CUST01045,wellness_bundle,monthly,2024-03-17,active,
SUB00432,CUST01046,wellness_bundle,monthly,2024-03-18,active,
SUB00433,CUST01047,skincare,monthly,2024-03-09,cancelled,2024-09-05
SUB00434,CUST01048,supplements,monthly,2024-03-28,active,
SUB00435,CUST01051,skincare,quarterly,2024-03-27,active,
SUB00436,CUST01053,supplements,monthly,2024-03-21,cancelled,2024-05-20
SUB00437,CUST01054,haircare,monthly,2024-03-19,cancelled,2024-10-15
SUB00438,CUST01056,supplements,monthly,2024-03-23,cancelled,2024-08-20
SUB00439,CUST01057,wellness_bundle,monthly,2024-03-17,active,
SUB00440,CUST01059,skincare,quarterly,2024-03-19,active,
SUB00441,CUST01061,supplements,monthly,2024-03-28,active,
SUB00442,CUST01062,skincare,monthly,2024-03-04,active,
SUB00443,CUST01064,skincare,monthly,2024-03-22,active,
SUB00444,CUST01065,haircare,monthly,2024-03-02,active,
SUB00445,CUST01072,supplements,monthly,2024-03-13,active,
SUB00446,CUST01076,haircare,monthly,2024-04-11,cancelled,2024-10-08
SUB00447,CUST01079,skincare,monthly,2024-04-07,cancelled,2024-09-04
SUB00448,CUST01087,supplements,quarterly,2024-04-20,active,
SUB00449,CUST01088,supplements,quarterly,2024-04-20,active,
SUB00450,CUST01092,supplements,monthly,2024-04-28,cancelled,2024-10-25
SUB00451,CUST01095,supplements,monthly,2024-04-28,cancelled,2024-06-27
SUB00452,CUST01100,wellness_bundle,monthly,2024-04-05,cancelled,2024-09-02
SUB00453,CUST01107,haircare,monthly,2024-04-27,cancelled,2024-08-25
SUB00454,CUST01115,haircare,monthly,2024-04-09,active,
SUB00455,CUST01121,skincare,quarterly,2024-04-08,active,
SUB00456,CUST01124,skincare,quarterly,2024-04-06,active,
SUB00457,CUST01125,wellness_bundle,monthly,2024-04-06,active,
SUB00458,CUST01143,skincare,quarterly,2024-04-08,active,
SUB00459,CUST01148,wellness_bundle,monthly,2024-04-06,cancelled,2024-05-06
SUB00460,CUST01150,supplements,quarterly,2024-04-26,active,
SUB00461,CUST01159,supplements,quarterly,2024-04-02,active,
SUB00462,CUST01160,haircare,quarterly,2024-04-11,active,
SUB00463,CUST01161,supplements,quarterly,2024-04-23,active,
SUB00464,CUST01166,skincare,monthly,2024-04-12,active,
SUB00465,CUST01171,supplements,monthly,2024-04-08,active,
SUB00466,CUST01177,supplements,quarterly,2024-04-10,active,
SUB00467,CUST01178,skincare,monthly,2024-04-17,active,
SUB00468,CUST01185,skincare,monthly,2024-04-10,active,
SUB00469,CUST01187,skincare,monthly,2024-04-03,cancelled,2024-12-29
SUB00470,CUST01188,skincare,monthly,2024-04-16,cancelled,2024-05-16
SUB00471,CUST01191,haircare,monthly,2024-04-23,active,
SUB00472,CUST01193,wellness_bundle,quarterly,2024-04-24,active,
SUB00473,CUST01195,wellness_bundle,monthly,2024-04-06,cancelled,2024-07-05
SUB00474,CUST01196,haircare,quarterly,2024-04-01,cancelled,2024-09-28
SUB00475,CUST01197,supplements,quarterly,2024-04-07,cancelled,2024-07-06
SUB00476,CUST01203,skincare,monthly,2024-04-05,cancelled,2024-11-01
SUB00477,CUST01206,wellness_bundle,monthly,2024-04-17,active,
SUB00478,CUST01207,haircare,quarterly,2024-04-27,active,
SUB00479,CUST01211,supplements,quarterly,2024-04-18,cancelled,2024-07-17
SUB00480,CUST01212,supplements,quarterly,2024-04-09,active,
SUB00481,CUST01213,supplements,monthly,2024-04-29,active,
SUB00482,CUST01214,haircare,monthly,2024-04-28,active,
SUB00483,CUST01216,skincare,monthly,2024-04-02,cancelled,2024-07-31
SUB00484,CUST01218,supplements,quarterly,2024-04-27,active,
SUB00485,CUST01219,skincare,monthly,2024-04-18,cancelled,2024-09-15
SUB00486,CUST01220,skincare,quarterly,2024-04-24,active,
SUB00487,CUST01222,supplements,monthly,2024-04-16,cancelled,2024-05-16
SUB00488,CUST01223,wellness_bundle,quarterly,2024-04-05,active,
SUB00489,CUST01225,haircare,monthly,2024-04-21,cancelled,2024-10-18
SUB00490,CUST01228,supplements,monthly,2024-04-05,cancelled,2024-09-02
SUB00491,CUST01229,skincare,quarterly,2024-04-24,cancelled,2024-10-21
SUB00492,CUST01231,supplements,monthly,2024-04-03,cancelled,2024-07-02
SUB00493,CUST01232,supplements,monthly,2024-04-28,cancelled,2024-11-24
SUB00494,CUST01233,skincare,monthly,2024-04-04,active,
SUB00495,CUST01235,haircare,monthly,2024-04-27,active,
SUB00496,CUST01237,skincare,monthly,2024-04-17,active,
SUB00497,CUST01243,wellness_bundle,quarterly,2024-04-25,active,
SUB00498,CUST01244,wellness_bundle,monthly,2024-04-03,cancelled,2024-08-31
SUB00499,CUST01247,haircare,monthly,2024-04-05,active,
SUB00500,CUST01249,supplements,quarterly,2024-04-02,active,
SUB00501,CUST01250,skincare,monthly,2024-04-25,cancelled,2024-07-24
SUB00502,CUST01251,supplements,quarterly,2024-04-19,active,
SUB00503,CUST01252,wellness_bundle,quarterly,2024-04-14,active,
SUB00504,CUST01253,skincare,monthly,2024-04-11,cancelled,2024-09-08
SUB00505,CUST01257,supplements,monthly,2024-04-23,cancelled,2024-10-20
SUB00506,CUST01259,skincare,quarterly,2024-04-27,active,
SUB00507,CUST01261,supplements,quarterly,2024-04-05,active,
SUB00508,CUST01263,supplements,monthly,2024-04-15,cancelled,2024-06-14
SUB00509,CUST01265,haircare,monthly,2024-04-10,active,
SUB00510,CUST01266,wellness_bundle,monthly,2024-04-24,active,
SUB00511,CUST01267,skincare,monthly,2024-04-01,cancelled,2024-07-30
SUB00512,CUST01269,supplements,monthly,2024-04-15,active,
SUB00513,CUST01270,supplements,quarterly,2024-04-12,active,
SUB00514,CUST01274,skincare,quarterly,2024-04-10,active,
SUB00515,CUST01284,supplements,monthly,2024-04-02,cancelled,2024-09-29
SUB00516,CUST01286,skincare,quarterly,2024-04-08,active,
SUB00517,CUST01288,supplements,quarterly,2024-04-04,cancelled,2024-12-30
SUB00518,CUST01290,haircare,monthly,2024-04-17,active,
SUB00519,CUST01296,haircare,monthly,2024-04-23,cancelled,2024-07-22
SUB00520,CUST01297,haircare,quarterly,2024-04-10,active,
SUB00521,CUST01311,skincare,monthly,2024-04-16,active,
SUB00522,CUST01316,skincare,quarterly,2024-04-16,active,
SUB00523,CUST01317,haircare,quarterly,2024-04-05,active,
SUB00524,CUST01318,haircare,monthly,2024-04-10,active,
SUB00525,CUST01322,supplements,monthly,2024-04-14,cancelled,2024-05-14
SUB00526,CUST01324,supplements,monthly,2024-04-29,active,
SUB00527,CUST01325,haircare,quarterly,2024-04-09,cancelled,2024-10-06
SUB00528,CUST01326,supplements,monthly,2024-04-08,active,
SUB00529,CUST01334,supplements,monthly,2024-04-19,cancelled,2024-10-16
SUB00530,CUST01335,haircare,monthly,2024-04-22,active,
SUB00531,CUST01336,supplements,quarterly,2024-04-19,active,
SUB00532,CUST01337,supplements,quarterly,2024-04-11,active,
SUB00533,CUST01338,skincare,monthly,2024-04-29,active,
SUB00534,CUST01339,supplements,monthly,2024-04-16,active,
SUB00535,CUST01342,haircare,monthly,2024-04-24,active,
SUB00536,CUST01344,skincare,quarterly,2024-04-25,cancelled,2024-10-22
SUB00537,CUST01350,haircare,quarterly,2024-04-14,active,
SUB00538,CUST01351,supplements,quarterly,2024-04-25,active,
SUB00539,CUST01352,supplements,monthly,2024-04-11,active,
SUB00540,CUST01353,supplements,monthly,2024-04-05,active,
SUB00541,CUST01354,skincare,quarterly,2024-04-05,active,
SUB00542,CUST01357,skincare,monthly,2024-04-25,active,
SUB00543,CUST01359,supplements,monthly,2024-04-27,active,
SUB00544,CUST01360,wellness_bundle,monthly,2024-04-29,cancelled,2024-12-25
SUB00545,CUST01361,wellness_bundle,quarterly,2024-04-18,active,
SUB00546,CUST01362,haircare,monthly,2024-04-29,cancelled,2024-11-25
SUB00547,CUST01365,skincare,monthly,2024-04-14,active,
SUB00548,CUST01366,skincare,quarterly,2024-04-04,active,
SUB00549,CUST01368,supplements,quarterly,2024-04-01,active,
SUB00550,CUST01369,supplements,monthly,2024-04-06,cancelled,2024-11-02
SUB00551,CUST01370,supplements,monthly,2024-04-18,active,
SUB00552,CUST01374,skincare,monthly,2024-04-14,cancelled,2024-08-12
SUB00553,CUST01375,skincare,monthly,2024-04-19,cancelled,2024-10-16
SUB00554,CUST01376,supplements,quarterly,2024-04-07,active,
SUB00555,CUST01377,haircare,monthly,2024-04-16,active,
SUB00556,CUST01378,skincare,monthly,2024-04-11,active,
SUB00557,CUST01379,supplements,quarterly,2024-04-09,active,
SUB00558,CUST01380,haircare,monthly,2024-04-27,active,
SUB00559,CUST01381,haircare,monthly,2024-04-08,active,
SUB00560,CUST01382,supplements,monthly,2024-04-02,active,
SUB00561,CUST01383,haircare,quarterly,2024-04-11,active,
SUB00562,CUST01385,skincare,monthly,2024-04-29,active,
SUB00563,CUST01386,skincare,monthly,2024-04-15,active,
SUB00564,CUST01387,supplements,quarterly,2024-04-01,active,
SUB00565,CUST01389,supplements,monthly,2024-04-27,cancelled,2024-06-26
SUB00566,CUST01391,haircare,quarterly,2024-04-20,active,
SUB00567,CUST01393,skincare,quarterly,2024-04-27,active,
SUB00568,CUST01394,skincare,quarterly,2024-04-15,active,
SUB00569,CUST01395,haircare,quarterly,2024-04-23,cancelled,2024-10-20
SUB00570,CUST01398,wellness_bundle,monthly,2024-04-19,cancelled,2024-06-18
SUB00571,CUST01400,skincare,monthly,2024-04-06,cancelled,2024-11-02
SUB00572,CUST01401,skincare,quarterly,2024-04-12,active,
SUB00573,CUST01402,haircare,monthly,2024-04-24,active,
SUB00574,CUST01404,skincare,monthly,2024-04-29,cancelled,2024-05-29
SUB00575,CUST01406,wellness_bundle,quarterly,2024-04-05,active,
SUB00576,CUST01407,skincare,monthly,2024-04-04,active,
SUB00577,CUST01408,supplements,monthly,2024-04-16,cancelled,2024-05-16
SUB00578,CUST01409,supplements,monthly,2024-04-11,active,
SUB00579,CUST01411,haircare,monthly,2024-04-17,cancelled,2024-10-14
SUB00580,CUST01412,supplements,monthly,2024-04-14,cancelled,2024-07-13
SUB00581,CUST01415,supplements,monthly,2024-04-10,cancelled,2024-12-06
SUB00582,CUST01416,skincare,monthly,2024-04-05,active,
SUB00583,CUST01417,haircare,monthly,2024-04-25,active,
SUB00584,CUST01418,haircare,monthly,2024-04-23,active,
SUB00585,CUST01419,haircare,monthly,2024-04-28,active,
SUB00586,CUST01420,skincare,quarterly,2024-04-03,active,
SUB00587,CUST01421,skincare,monthly,2024-04-05,cancelled,2024-09-02
SUB00588,CUST01422,skincare,quarterly,2024-04-26,active,
SUB00589,CUST01423,skincare,monthly,2024-04-22,active,
SUB00590,CUST01424,supplements,monthly,2024-04-18,cancelled,2024-05-18
SUB00591,CUST01427,haircare,quarterly,2024-04-02,active,
SUB00592,CUST01428,wellness_bundle,quarterly,2024-04-08,active,
SUB00593,CUST01429,haircare,quarterly,2024-04-09,active,
SUB00594,CUST01434,skincare,monthly,2024-04-22,active,
SUB00595,CUST01435,wellness_bundle,monthly,2024-04-18,active,
SUB00596,CUST01437,supplements,quarterly,2024-04-27,active,
SUB00597,CUST01442,skincare,monthly,2024-05-13,active,
SUB00598,CUST01444,skincare,quarterly,2024-05-08,active,
SUB00599,CUST01451,haircare,quarterly,2024-05-05,active,
SUB00600,CUST01452,skincare,monthly,2024-05-14,active,
SUB00601,CUST01456,wellness_bundle,quarterly,2024-05-16,active,
SUB00602,CUST01457,wellness_bundle,monthly,2024-05-25,cancelled,2024-06-24
SUB00603,CUST01458,supplements,monthly,2024-05-13,active,
SUB00604,CUST01460,skincare,quarterly,2024-05-09,active,
SUB00605,CUST01461,haircare,quarterly,2024-05-17,cancelled,2024-08-15
SUB00606,CUST01462,haircare,monthly,2024-05-17,active,
SUB00607,CUST01465,skincare,quarterly,2024-05-17,active,
SUB00608,CUST01470,haircare,monthly,2024-05-25,cancelled,2024-09-22
SUB00609,CUST01474,skincare,quarterly,2024-05-29,active,
SUB00610,CUST01477,skincare,monthly,2024-05-28,active,
SUB00611,CUST01485,haircare,monthly,2024-05-07,cancelled,2024-10-04
SUB00612,CUST01487,supplements,quarterly,2024-05-07,active,
SUB00613,CUST01490,skincare,quarterly,2024-05-03,active,
SUB00614,CUST01498,skincare,monthly,2024-05-28,cancelled,2024-10-25
SUB00615,CUST01502,wellness_bundle,monthly,2024-05-19,active,
SUB00616,CUST01504,supplements,monthly,2024-05-12,active,
SUB00617,CUST01506,skincare,monthly,2024-05-24,active,
SUB00618,CUST01516,supplements,monthly,2024-05-21,active,
SUB00619,CUST01517,supplements,monthly,2024-05-21,active,
SUB00620,CUST01519,supplements,monthly,2024-05-14,active,
SUB00621,CUST01528,skincare,monthly,2024-05-29,active,
SUB00622,CUST01546,haircare,monthly,2024-05-09,active,
SUB00623,CUST01550,skincare,quarterly,2024-05-13,active,
SUB00624,CUST01560,haircare,quarterly,2024-05-09,active,
SUB00625,CUST01568,haircare,monthly,2024-05-25,cancelled,2024-11-21
SUB00626,CUST01569,skincare,quarterly,2024-05-19,active,
SUB00627,CUST01577,haircare,monthly,2024-05-11,active,
SUB00628,CUST01580,skincare,quarterly,2024-05-23,active,
SUB00629,CUST01583,skincare,quarterly,2024-05-28,active,
SUB00630,CUST01584,wellness_bundle,monthly,2024-05-15,cancelled,2024-07-14
SUB00631,CUST01589,skincare,monthly,2024-05-21,cancelled,2024-06-20
SUB00632,CUST01593,supplements,monthly,2024-05-08,cancelled,2024-07-07
SUB00633,CUST01594,supplements,monthly,2024-05-06,cancelled,2024-07-05
SUB00634,CUST01598,wellness_bundle,monthly,2024-05-22,cancelled,2024-06-21
SUB00635,CUST01600,supplements,monthly,2024-05-22,cancelled,2024-10-19
SUB00636,CUST01601,supplements,monthly,2024-05-14,active,
SUB00637,CUST01605,wellness_bundle,monthly,2024-05-06,active,
SUB00638,CUST01606,haircare,monthly,2024-05-24,cancelled,2024-10-21
SUB00639,CUST01609,skincare,quarterly,2024-05-14,active,
SUB00640,CUST01611,supplements,monthly,2024-05-20,active,
SUB00641,CUST01616,supplements,monthly,2024-05-04,active,
SUB00642,CUST01619,wellness_bundle,monthly,2024-05-21,cancelled,2024-06-20
SUB00643,CUST01626,skincare,monthly,2024-05-08,cancelled,2024-08-06
SUB00644,CUST01627,supplements,quarterly,2024-05-23,active,
SUB00645,CUST01632,supplements,monthly,2024-05-26,cancelled,2024-08-24
SUB00646,CUST01638,wellness_bundle,monthly,2024-05-23,cancelled,2024-07-22
SUB00647,CUST01642,supplements,monthly,2024-05-15,active,
SUB00648,CUST01656,skincare,quarterly,2024-05-16,active,
SUB00649,CUST01658,skincare,monthly,2024-05-09,active,
SUB00650,CUST01662,supplements,monthly,2024-05-10,active,
SUB00651,CUST01666,skincare,monthly,2024-05-07,cancelled,2024-06-06
SUB00652,CUST01667,wellness_bundle,monthly,2024-05-13,cancelled,2024-12-09
SUB00653,CUST01670,haircare,quarterly,2024-05-14,cancelled,2024-08-12
SUB00654,CUST01672,wellness_bundle,quarterly,2024-05-20,cancelled,2024-11-16
SUB00655,CUST01673,supplements,quarterly,2024-05-14,active,
SUB00656,CUST01678,haircare,monthly,2024-05-26,active,
SUB00657,CUST01682,supplements,quarterly,2024-05-28,active,
SUB00658,CUST01683,haircare,quarterly,2024-05-27,active,
SUB00659,CUST01684,wellness_bundle,quarterly,2024-05-30,active,
SUB00660,CUST01685,haircare,quarterly,2024-05-27,active,
SUB00661,CUST01688,supplements,monthly,2024-05-25,active,
SUB00662,CUST01692,wellness_bundle,monthly,2024-05-15,cancelled,2024-09-12
SUB00663,CUST01694,skincare,quarterly,2024-05-05,active,
SUB00664,CUST01695,skincare,monthly,2024-05-11,active,
SUB00665,CUST01696,skincare,quarterly,2024-05-13,active,
SUB00666,CUST01697,skincare,quarterly,2024-05-26,active,
SUB00667,CUST01698,supplements,quarterly,2024-05-27,active,
SUB00668,CUST01702,skincare,quarterly,2024-05-09,cancelled,2024-11-05
SUB00669,CUST01703,supplements,monthly,2024-05-21,active,
SUB00670,CUST01704,skincare,monthly,2024-05-17,active,
SUB00671,CUST01705,supplements,monthly,2024-05-28,active,
SUB00672,CUST01706,wellness_bundle,monthly,2024-05-20,active,
SUB00673,CUST01708,supplements,monthly,2024-05-12,cancelled,2024-11-08
SUB00674,CUST01710,wellness_bundle,quarterly,2024-05-17,active,
SUB00675,CUST01711,supplements,monthly,2024-05-07,cancelled,2024-06-06
SUB00676,CUST01712,supplements,monthly,2024-05-26,cancelled,2024-06-25
SUB00677,CUST01713,haircare,monthly,2024-05-10,active,
SUB00678,CUST01717,haircare,quarterly,2024-05-15,cancelled,2024-08-13
SUB00679,CUST01718,wellness_bundle,monthly,2024-05-27,active,
SUB00680,CUST01721,skincare,quarterly,2024-05-16,active,
SUB00681,CUST01724,haircare,monthly,2024-05-12,active,
SUB00682,CUST01725,haircare,monthly,2024-05-24,cancelled,2024-09-21
SUB00683,CUST01726,skincare,monthly,2024-05-23,active,
SUB00684,CUST01728,skincare,quarterly,2024-05-29,active,
SUB00685,CUST01729,skincare,monthly,2024-05-25,active,
SUB00686,CUST01732,haircare,monthly,2024-05-29,active,
SUB00687,CUST01734,skincare,monthly,2024-05-23,active,
SUB00688,CUST01735,skincare,quarterly,2024-05-22,active,
SUB00689,CUST01737,supplements,monthly,2024-05-24,cancelled,2024-06-23
SUB00690,CUST01738,skincare,quarterly,2024-05-10,active,
SUB00691,CUST01740,wellness_bundle,monthly,2024-05-08,active,
SUB00692,CUST01741,skincare,monthly,2024-05-28,cancelled,2024-06-27
SUB00693,CUST01743,skincare,monthly,2024-05-16,cancelled,2024-07-15
SUB00694,CUST01745,wellness_bundle,quarterly,2024-05-22,active,
SUB00695,CUST01746,supplements,quarterly,2024-05-22,active,
SUB00696,CUST01747,supplements,quarterly,2024-05-20,active,
SUB00697,CUST01748,wellness_bundle,monthly,2024-05-26,active,
SUB00698,CUST01749,supplements,monthly,2024-05-06,active,
SUB00699,CUST01750,haircare,monthly,2024-05-14,cancelled,2024-10-11
SUB00700,CUST01751,haircare,monthly,2024-05-24,active,
SUB00701,CUST01753,supplements,monthly,2024-05-06,cancelled,2024-08-04
SUB00702,CUST01754,supplements,monthly,2024-05-11,active,
SUB00703,CUST01755,skincare,quarterly,2024-05-09,active,
SUB00704,CUST01756,skincare,monthly,2024-05-21,active,
SUB00705,CUST01759,skincare,quarterly,2024-05-11,active,
SUB00706,CUST01760,supplements,monthly,2024-05-01,active,
SUB00707,CUST01761,supplements,monthly,2024-05-16,active,
SUB00708,CUST01762,wellness_bundle,quarterly,2024-05-08,active,
SUB00709,CUST01765,skincare,monthly,2024-05-06,active,
SUB00710,CUST01766,haircare,monthly,2024-05-09,active,
SUB00711,CUST01767,skincare,quarterly,2024-05-24,active,
SUB00712,CUST01768,supplements,monthly,2024-05-19,active,
SUB00713,CUST01770,supplements,monthly,2024-05-08,active,
SUB00714,CUST01774,skincare,quarterly,2024-05-12,active,
SUB00715,CUST01776,skincare,monthly,2024-05-17,active,
SUB00716,CUST01778,skincare,quarterly,2024-05-28,active,
SUB00717,CUST01779,skincare,quarterly,2024-05-30,active,
SUB00718,CUST01780,haircare,monthly,2024-06-10,cancelled,2024-12-07
SUB00719,CUST01781,supplements,monthly,2024-06-25,cancelled,2024-08-24
SUB00720,CUST01783,supplements,monthly,2024-06-03,cancelled,2024-11-30
SUB00721,CUST01785,skincare,monthly,2024-06-21,cancelled,2024-10-19
SUB00722,CUST01789,haircare,quarterly,2024-06-16,active,
SUB00723,CUST01790,skincare,monthly,2024-06-13,cancelled,2024-09-11
SUB00724,CUST01794,haircare,monthly,2024-06-28,active,
SUB00725,CUST01796,haircare,monthly,2024-06-07,active,
SUB00726,CUST01797,wellness_bundle,monthly,2024-06-25,active,
SUB00727,CUST01798,haircare,monthly,2024-06-28,cancelled,2024-10-26
SUB00728,CUST01799,haircare,monthly,2024-06-19,cancelled,2024-08-18
SUB00729,CUST01801,supplements,quarterly,2024-06-02,active,
SUB00730,CUST01804,skincare,monthly,2024-06-22,active,
SUB00731,CUST01805,skincare,monthly,2024-06-08,active,
SUB00732,CUST01811,skincare,monthly,2024-06-16,cancelled,2024-09-14
SUB00733,CUST01812,skincare,monthly,2024-06-14,active,
SUB00734,CUST01816,skincare,monthly,2024-06-05,cancelled,2024-11-02
SUB00735,CUST01821,supplements,monthly,2024-06-25,active,
SUB00736,CUST01823,skincare,monthly,2024-06-11,active,
SUB00737,CUST01824,supplements,monthly,2024-06-14,active,
SUB00738,CUST01827,supplements,quarterly,2024-06-25,active,
SUB00739,CUST01845,haircare,monthly,2024-06-03,active,
SUB00740,CUST01852,skincare,quarterly,2024-06-17,active,
SUB00741,CUST01858,haircare,monthly,2024-06-04,cancelled,2024-10-02
SUB00742,CUST01859,skincare,monthly,2024-06-25,active,
SUB00743,CUST01868,wellness_bundle,quarterly,2024-06-24,active,
SUB00744,CUST01871,haircare,monthly,2024-06-20,active,
SUB00745,CUST01875,supplements,quarterly,2024-06-08,active,
SUB00746,CUST01880,supplements,monthly,2024-06-14,cancelled,2024-07-14
SUB00747,CUST01882,haircare,monthly,2024-06-11,active,
SUB00748,CUST01883,haircare,monthly,2024-06-05,active,
SUB00749,CUST01887,wellness_bundle,monthly,2024-06-15,active,
SUB00750,CUST01897,haircare,monthly,2024-06-17,cancelled,2024-11-14
SUB00751,CUST01900,skincare,monthly,2024-06-16,cancelled,2024-08-15
SUB00752,CUST01908,haircare,quarterly,2024-06-26,active,
SUB00753,CUST01909,haircare,monthly,2024-06-05,cancelled,2024-09-03
SUB00754,CUST01911,wellness_bundle,monthly,2024-06-02,active,
SUB00755,CUST01913,supplements,quarterly,2024-06-25,active,
SUB00756,CUST01914,supplements,monthly,2024-06-04,cancelled,2024-08-03
SUB00757,CUST01917,haircare,quarterly,2024-06-10,active,
SUB00758,CUST01919,skincare,quarterly,2024-06-12,active,
SUB00759,CUST01922,skincare,monthly,2024-06-04,cancelled,2024-09-02
SUB00760,CUST01923,skincare,monthly,2024-06-28,active,
SUB00761,CUST01925,skincare,monthly,2024-06-27,active,
SUB00762,CUST01926,supplements,monthly,2024-06-25,cancelled,2024-10-23
SUB00763,CUST01928,skincare,quarterly,2024-06-18,active,
SUB00764,CUST01929,skincare,monthly,2024-06-04,active,
SUB00765,CUST01931,supplements,monthly,2024-06-18,active,
SUB00766,CUST01936,supplements,monthly,2024-06-13,active,
SUB00767,CUST01938,skincare,quarterly,2024-06-17,active,
SUB00768,CUST01941,supplements,monthly,2024-06-08,active,
SUB00769,CUST01943,wellness_bundle,quarterly,2024-06-03,active,
SUB00770,CUST01948,supplements,monthly,2024-06-08,active,
SUB00771,CUST01949,skincare,monthly,2024-06-05,active,
SUB00772,CUST01951,wellness_bundle,quarterly,2024-06-09,active,
SUB00773,CUST01954,supplements,monthly,2024-06-07,active,
SUB00774,CUST01955,skincare,monthly,2024-06-23,active,
SUB00775,CUST01956,haircare,quarterly,2024-06-03,active,
SUB00776,CUST01957,supplements,quarterly,2024-06-19,active,
SUB00777,CUST01958,skincare,monthly,2024-06-23,cancelled,2024-08-22
SUB00778,CUST01960,haircare,monthly,2024-06-19,active,
SUB00779,CUST01961,skincare,quarterly,2024-06-21,active,
SUB00780,CUST01962,wellness_bundle,quarterly,2024-06-16,active,
SUB00781,CUST01964,skincare,monthly,2024-06-23,cancelled,2024-07-23
SUB00782,CUST01966,supplements,monthly,2024-06-18,cancelled,2024-12-15
SUB00783,CUST01968,haircare,monthly,2024-06-02,active,
SUB00784,CUST01969,skincare,monthly,2024-06-07,active,
SUB00785,CUST01971,haircare,quarterly,2024-06-15,active,
SUB00786,CUST01973,haircare,monthly,2024-06-03,cancelled,2024-12-30
SUB00787,CUST01979,skincare,quarterly,2024-06-21,active,
SUB00788,CUST01982,supplements,monthly,2024-06-14,cancelled,2024-09-12
SUB00789,CUST01983,supplements,quarterly,2024-06-16,active,
SUB00790,CUST01984,supplements,monthly,2024-06-25,cancelled,2024-10-23
SUB00791,CUST01985,skincare,quarterly,2024-06-07,active,
SUB00792,CUST01986,wellness_bundle,monthly,2024-06-01,active,
SUB00793,CUST01989,supplements,monthly,2024-06-07,cancelled,2024-08-06
SUB00794,CUST01992,supplements,quarterly,2024-06-24,active,
SUB00795,CUST01994,supplements,quarterly,2024-06-22,active,
SUB00796,CUST01995,haircare,monthly,2024-06-08,active,
SUB00797,CUST01997,skincare,monthly,2024-06-25,cancelled,2024-08-24
SUB00798,CUST01998,supplements,quarterly,2024-06-16,cancelled,2024-09-14
SUB00799,CUST02005,skincare,monthly,2024-06-08,active,
SUB00800,CUST02008,skincare,monthly,2024-06-19,active,
SUB00801,CUST02011,skincare,monthly,2024-06-15,active,
SUB00802,CUST02017,supplements,quarterly,2024-06-19,active,
SUB00803,CUST02022,wellness_bundle,monthly,2024-06-22,cancelled,2024-12-19
SUB00804,CUST02024,supplements,quarterly,2024-06-10,active,
SUB00805,CUST02029,haircare,quarterly,2024-06-13,active,
SUB00806,CUST02031,wellness_bundle,monthly,2024-06-08,active,
SUB00807,CUST02033,skincare,monthly,2024-06-22,active,
SUB00808,CUST02036,skincare,quarterly,2024-06-05,active,
SUB00809,CUST02041,haircare,monthly,2024-06-13,active,
SUB00810,CUST02045,supplements,quarterly,2024-06-19,active,
SUB00811,CUST02047,supplements,monthly,2024-06-26,active,
SUB00812,CUST02052,supplements,monthly,2024-06-21,active,
SUB00813,CUST02053,haircare,quarterly,2024-06-08,active,
SUB00814,CUST02055,supplements,quarterly,2024-06-23,active,
SUB00815,CUST02056,haircare,quarterly,2024-06-10,active,
SUB00816,CUST02058,supplements,quarterly,2024-06-08,cancelled,2024-12-05
SUB00817,CUST02059,skincare,quarterly,2024-06-02,active,
