order_id,customer_id,subscription_id,order_date,product_category,country,gross_revenue,discount,net_revenue,returned,status
ORD002896,CUST00869,SUB00346,2024-03-10,skincare,US,48.56,0.0,48.56,False,completed
ORD002897,CUST00869,SUB00346,2024-04-09,skincare,US,42.08,0.0,42.08,False,completed
ORD002898,CUST00869,SUB00346,2024-05-09,skincare,US,48.97,0.0,48.97,False,completed
ORD002899,CUST00869,SUB00346,2024-06-08,skincare,US,47.8,0.0,47.8,False,completed
ORD002900,CUST00869,SUB00346,2024-07-08,skincare,US,41.7,0.0,41.7,False,completed
ORD002901,CUST00869,SUB00346,2024-08-07,skincare,US,43.29,0.0,43.29,False,completed
ORD002902,CUST00869,SUB00346,2024-09-06,skincare,US,48.55,4.71,43.84,False,completed
ORD002903,CUST00869,SUB00346,2024-10-06,skincare,US,49.04,0.0,49.04,False,completed
ORD002904,CUST00869,SUB00346,2024-11-05,skincare,US,41.2,4.23,36.97,False,completed
ORD002905,CUST00869,SUB00346,2024-12-05,skincare,US,40.86,2.35,38.51,False,completed
ORD002906,CUST00870,,2024-03-13,supplements,GB,29.69,0.0,29.69,False,completed
ORD002907,CUST00871,SUB00347,2024-03-05,skincare,AU,49.29,0.0,49.29,False,completed
ORD002908,CUST00871,SUB00347,2024-04-04,skincare,AU,43.21,0.0,43.21,False,completed
ORD002909,CUST00871,SUB00347,2024-05-04,skincare,AU,44.35,0.0,44.35,False,completed
ORD002910,CUST00871,SUB00347,2024-06-03,skincare,AU,44.92,0.0,44.92,False,completed
ORD002911,CUST00871,SUB00347,2024-07-03,skincare,AU,47.71,4.35,43.36,False,completed
ORD002912,CUST00871,SUB00347,2024-08-02,skincare,AU,47.49,0.0,47.49,False,completed
ORD002913,CUST00871,SUB00347,2024-09-01,skincare,AU,46.12,0.0,46.12,False,completed
ORD002914,CUST00871,SUB00347,2024-10-01,skincare,AU,45.22,0.0,45.22,False,completed
ORD002915,CUST00872,,2024-03-28,supplements,US,35.83,0.0,35.83,False,completed
ORD002916,CUST00873,SUB00348,2024-03-11,skincare,CA,42.67,0.0,42.67,False,completed
ORD002917,CUST00873,SUB00348,2024-06-09,skincare,CA,40.72,0.0,40.72,False,completed
ORD002918,CUST00873,SUB00348,2024-09-07,skincare,CA,47.62,0.0,47.62,False,completed
ORD002919,CUST00873,SUB00348,2024-12-06,skincare,CA,46.65,0.0,46.65,False,completed
ORD002920,CUST00874,,2024-03-18,supplements,GB,31.41,0.0,31.41,False,completed
ORD002921,CUST00874,,2024-04-26,supplements,GB,30.45,0.0,30.45,False,completed
ORD002922,CUST00875,,2024-04-03,haircare,US,47.65,0.0,47.65,False,completed
ORD002923,CUST00875,,2024-09-12,haircare,US,50.13,0.0,50.13,False,completed
ORD002924,CUST00876,SUB00349,2024-03-18,skincare,DE,42.22,0.0,42.22,False,completed
ORD002925,CUST00876,SUB00349,2024-04-17,skincare,DE,40.94,0.0,40.94,False,completed
ORD002926,CUST00876,SUB00349,2024-05-17,skincare,DE,46.4,0.0,46.4,False,completed
ORD002927,CUST00876,SUB00349,2024-06-16,skincare,DE,49.12,0.0,49.12,False,completed
ORD002928,CUST00876,SUB00349,2024-07-16,skincare,DE,46.75,0.0,46.75,False,completed
ORD002929,CUST00876,SUB00349,2024-08-15,skincare,DE,41.74,0.0,41.74,False,completed
ORD002930,CUST00876,SUB00349,2024-09-14,skincare,DE,41.07,0.0,41.07,False,completed
ORD002931,CUST00876,SUB00349,2024-10-14,skincare,DE,44.61,0.0,44.61,False,completed
ORD002932,CUST00876,SUB00349,2024-11-13,skincare,DE,46.91,0.0,46.91,False,completed
ORD002933,CUST00876,SUB00349,2024-12-13,skincare,DE,43.77,0.0,43.77,False,completed
ORD002934,CUST00877,SUB00350,2024-03-15,skincare,NL,48.99,0.0,48.99,False,completed
ORD002935,CUST00877,SUB00350,2024-04-14,skincare,NL,44.6,0.0,44.6,False,completed
ORD002936,CUST00878,,2024-03-16,wellness_bundle,US,65.62,0.0,65.62,False,completed
ORD002937,CUST00879,SUB00351,2024-03-01,skincare,US,42.92,0.0,42.92,False,completed
ORD002938,CUST00879,SUB00351,2024-03-31,skincare,US,44.21,0.0,44.21,False,completed
ORD002939,CUST00879,SUB00351,2024-04-30,skincare,US,45.29,0.0,45.29,False,completed
ORD002940,CUST00879,SUB00351,2024-05-30,skincare,US,41.84,5.08,36.76,False,completed
ORD002941,CUST00879,SUB00351,2024-06-29,skincare,US,49.42,0.0,49.42,False,completed
ORD002942,CUST00879,SUB00351,2024-07-29,skincare,US,41.81,5.61,36.2,False,completed
ORD002943,CUST00879,SUB00351,2024-08-28,skincare,US,43.04,5.68,37.36,False,completed
ORD002944,CUST00879,SUB00351,2024-09-27,skincare,US,49.21,0.0,49.21,False,completed
ORD002945,CUST00879,SUB00351,2024-10-27,skincare,US,42.64,5.09,37.55,False,completed
ORD002946,CUST00879,SUB00351,2024-11-26,skincare,US,47.39,0.0,47.39,False,completed
ORD002947,CUST00879,SUB00351,2024-12-26,skincare,US,47.17,0.0,47.17,False,completed
ORD002948,CUST00880,,2024-04-01,supplements,US,32.44,0.0,32.44,False,completed
ORD002949,CUST00881,,2024-03-30,supplements,GB,33.06,0.0,4.96,True,returned
ORD002950,CUST00881,,2024-09-12,supplements,GB,36.4,0.0,36.4,False,completed
ORD002951,CUST00882,SUB00352,2024-03-09,supplements,GB,36.05,0.0,36.05,False,completed
ORD002952,CUST00882,SUB00352,2024-04-08,supplements,GB,34.7,0.0,34.7,False,completed
ORD002953,CUST00882,SUB00352,2024-05-08,supplements,GB,38.08,0.0,38.08,False,completed
ORD002954,CUST00882,SUB00352,2024-06-07,supplements,GB,34.69,0.0,34.69,False,completed
ORD002955,CUST00882,SUB00352,2024-07-07,supplements,GB,36.21,5.29,30.92,False,completed
ORD002956,CUST00882,SUB00352,2024-08-06,supplements,GB,34.39,0.0,34.39,False,completed
ORD002957,CUST00882,SUB00352,2024-09-05,supplements,GB,36.37,0.0,36.37,False,completed
ORD002958,CUST00882,SUB00352,2024-10-05,supplements,GB,38.19,0.0,38.19,False,completed
ORD002959,CUST00882,SUB00352,2024-11-04,supplements,GB,33.79,4.39,29.4,False,completed
ORD002960,CUST00882,SUB00352,2024-12-04,supplements,GB,38.03,0.0,38.03,False,completed
ORD002961,CUST00883,,2024-04-06,supplements,US,36.32,0.0,36.32,False,completed
ORD002962,CUST00884,SUB00353,2024-03-11,haircare,GB,41.1,0.0,41.1,False,completed
ORD002963,CUST00884,SUB00353,2024-06-09,haircare,GB,43.91,0.0,43.91,False,completed
ORD002964,CUST00884,SUB00353,2024-09-07,haircare,GB,36.19,0.0,5.43,True,returned
ORD002965,CUST00884,SUB00353,2024-12-06,haircare,GB,36.7,0.0,5.51,True,returned
ORD002966,CUST00885,,2024-03-25,skincare,GB,41.53,0.0,41.53,False,completed
ORD002967,CUST00886,SUB00354,2024-03-22,supplements,GB,32.36,0.0,32.36,False,completed
ORD002968,CUST00886,SUB00354,2024-04-21,supplements,GB,32.91,0.0,32.91,False,completed
ORD002969,CUST00886,SUB00354,2024-05-21,supplements,GB,34.25,0.0,34.25,False,completed
ORD002970,CUST00886,SUB00354,2024-06-20,supplements,GB,34.93,4.5,30.43,False,completed
ORD002971,CUST00886,SUB00354,2024-07-20,supplements,GB,37.93,2.45,35.48,False,completed
ORD002972,CUST00886,SUB00354,2024-08-19,supplements,GB,36.19,0.0,36.19,False,completed
ORD002973,CUST00886,SUB00354,2024-09-18,supplements,GB,32.71,0.0,32.71,False,completed
ORD002974,CUST00886,SUB00354,2024-10-18,supplements,GB,31.78,0.0,31.78,False,completed
ORD002975,CUST00886,SUB00354,2024-11-17,supplements,GB,38.19,0.0,5.73,True,returned
ORD002976,CUST00886,SUB00354,2024-12-17,supplements,GB,32.18,0.0,32.18,False,completed
ORD002977,CUST00887,,2024-04-07,supplements,US,45.1,0.0,45.1,False,completed
ORD002978,CUST00887,,2024-12-24,supplements,US,37.17,0.0,5.58,True,returned
ORD002979,CUST00888,,2024-03-07,skincare,DE,50.92,0.0,50.92,False,completed
ORD002980,CUST00889,SUB00355,2024-03-23,haircare,US,43.93,0.0,43.93,False,completed
ORD002981,CUST00889,SUB00355,2024-04-22,haircare,US,42.24,0.0,42.24,False,completed
ORD002982,CUST00889,SUB00355,2024-05-22,haircare,US,43.93,0.0,43.93,False,completed
ORD002983,CUST00889,SUB00355,2024-06-21,haircare,US,38.57,2.86,35.71,False,completed
ORD002984,CUST00889,SUB00355,2024-07-21,haircare,US,41.08,0.0,41.08,False,completed
ORD002985,CUST00889,SUB00355,2024-08-20,haircare,US,38.86,0.0,5.83,True,returned
ORD002986,CUST00889,SUB00355,2024-09-19,haircare,US,41.53,4.64,36.89,False,completed
ORD002987,CUST00889,SUB00355,2024-10-19,haircare,US,42.65,3.96,38.69,False,completed
ORD002988,CUST00889,SUB00355,2024-11-18,haircare,US,41.13,0.0,41.13,False,completed
ORD002989,CUST00889,SUB00355,2024-12-18,haircare,US,39.42,0.0,39.42,False,completed
ORD002990,CUST00890,SUB00356,2024-03-18,haircare,AU,39.22,0.0,39.22,False,completed
ORD002991,CUST00890,SUB00356,2024-04-17,haircare,AU,38.99,0.0,38.99,False,completed
ORD002992,CUST00890,SUB00356,2024-05-17,haircare,AU,42.17,0.0,42.17,False,completed
ORD002993,CUST00890,SUB00356,2024-06-16,haircare,AU,39.79,0.0,39.79,False,completed
ORD002994,CUST00890,SUB00356,2024-07-16,haircare,AU,37.66,0.0,37.66,False,completed
ORD002995,CUST00890,SUB00356,2024-08-15,haircare,AU,42.47,0.0,42.47,False,completed
ORD002996,CUST00890,SUB00356,2024-09-14,haircare,AU,40.59,0.0,40.59,False,completed
ORD002997,CUST00890,SUB00356,2024-10-14,haircare,AU,36.87,0.0,36.87,False,completed
ORD002998,CUST00890,SUB00356,2024-11-13,haircare,AU,40.8,0.0,40.8,False,completed
ORD002999,CUST00890,SUB00356,2024-12-13,haircare,AU,42.55,3.62,38.93,False,completed
ORD003000,CUST00891,,2024-03-26,haircare,GB,46.76,0.0,7.01,True,returned
ORD003001,CUST00892,,2024-04-05,haircare,US,49.38,0.0,49.38,False,completed
ORD003002,CUST00893,,2024-03-21,wellness_bundle,US,77.68,0.0,11.65,True,returned
ORD003003,CUST00894,SUB00357,2024-03-03,supplements,US,36.01,0.0,36.01,False,completed
ORD003004,CUST00894,SUB00357,2024-04-02,supplements,US,36.44,0.0,36.44,False,completed
ORD003005,CUST00895,,2024-03-14,wellness_bundle,DE,74.01,0.0,74.01,False,completed
ORD003006,CUST00896,SUB00358,2024-03-27,skincare,AU,45.23,0.0,45.23,False,completed
ORD003007,CUST00896,SUB00358,2024-06-25,skincare,AU,47.25,0.0,47.25,False,completed
ORD003008,CUST00896,SUB00358,2024-09-23,skincare,AU,42.26,0.0,42.26,False,completed
ORD003009,CUST00896,SUB00358,2024-12-22,skincare,AU,46.78,0.0,46.78,False,completed
ORD003010,CUST00897,,2024-03-24,wellness_bundle,US,70.95,0.0,10.64,True,returned
ORD003011,CUST00898,,2024-04-04,skincare,GB,37.77,0.0,37.77,False,completed
ORD003012,CUST00899,,2024-03-17,haircare,FR,44.57,0.0,6.69,True,returned
ORD003013,CUST00899,,2024-08-08,haircare,FR,35.64,0.0,35.64,False,completed
ORD003014,CUST00900,,2024-03-26,skincare,DE,48.5,0.0,48.5,False,completed
ORD003015,CUST00900,,2024-12-25,skincare,DE,56.4,0.0,56.4,False,completed
ORD003016,CUST00901,,2024-04-03,skincare,US,48.27,0.0,48.27,False,completed
ORD003017,CUST00902,SUB00359,2024-03-01,skincare,AU,46.5,0.0,46.5,False,completed
ORD003018,CUST00902,SUB00359,2024-05-30,skincare,AU,44.09,0.0,44.09,False,completed
ORD003019,CUST00902,SUB00359,2024-08-28,skincare,AU,48.76,0.0,48.76,False,completed
ORD003020,CUST00902,SUB00359,2024-11-26,skincare,AU,42.36,0.0,42.36,False,completed
ORD003021,CUST00903,SUB00360,2024-03-11,supplements,GB,32.79,0.0,32.79,False,completed
ORD003022,CUST00903,SUB00360,2024-06-09,supplements,GB,36.07,0.0,36.07,False,completed
ORD003023,CUST00903,SUB00360,2024-09-07,supplements,GB,38.04,0.0,38.04,False,completed
ORD003024,CUST00903,SUB00360,2024-12-06,supplements,GB,34.3,0.0,34.3,False,completed
ORD003025,CUST00904,,2024-03-20,skincare,US,37.94,7.82,30.12,False,completed
ORD003026,CUST00905,,2024-03-21,supplements,US,36.06,7.33,28.73,False,completed
ORD003027,CUST00906,SUB00361,2024-03-20,haircare,US,39.14,0.0,39.14,False,completed
ORD003028,CUST00906,SUB00361,2024-04-19,haircare,US,36.76,0.0,36.76,False,completed
ORD003029,CUST00906,SUB00361,2024-05-19,haircare,US,41.25,0.0,41.25,False,completed
ORD003030,CUST00906,SUB00361,2024-06-18,haircare,US,42.9,3.91,38.99,False,completed
ORD003031,CUST00907,SUB00362,2024-03-26,skincare,GB,42.37,0.0,42.37,False,completed
ORD003032,CUST00907,SUB00362,2024-04-25,skincare,GB,46.64,0.0,46.64,False,completed
ORD003033,CUST00908,SUB00363,2024-03-23,haircare,US,36.32,0.0,36.32,False,completed
ORD003034,CUST00908,SUB00363,2024-06-21,haircare,US,37.11,0.0,37.11,False,completed
ORD003035,CUST00908,SUB00363,2024-09-19,haircare,US,41.35,0.0,41.35,False,completed
ORD003036,CUST00908,SUB00363,2024-12-18,haircare,US,39.33,0.0,39.33,False,completed
ORD003037,CUST00909,,2024-04-11,haircare,GB,49.46,0.0,49.46,False,completed
ORD003038,CUST00910,,2024-04-06,supplements,US,43.16,6.59,36.57,False,completed
ORD003039,CUST00910,,2024-09-11,supplements,US,31.13,0.0,31.13,False,completed
ORD003040,CUST00911,,2024-03-18,skincare,GB,37.54,4.53,33.01,False,completed
ORD003041,CUST00912,,2024-03-19,supplements,US,35.43,7.05,28.38,False,completed
ORD003042,CUST00913,,2024-03-13,supplements,GB,42.63,5.02,37.61,False,completed
ORD003043,CUST00914,,2024-03-18,haircare,US,38.46,7.1,31.36,False,completed
ORD003044,CUST00915,,2024-03-16,skincare,US,36.8,5.36,31.44,False,completed
ORD003045,CUST00916,,2024-03-14,skincare,DE,46.0,0.0,46.0,False,completed
ORD003046,CUST00916,,2024-06-07,skincare,DE,55.33,0.0,8.3,True,returned
ORD003047,CUST00917,,2024-03-17,haircare,US,33.82,6.31,27.51,False,completed
ORD003048,CUST00918,,2024-03-18,skincare,GB,38.42,0.0,38.42,False,completed
ORD003049,CUST00919,SUB00364,2024-03-24,wellness_bundle,GB,81.43,0.0,81.43,False,completed
ORD003050,CUST00919,SUB00364,2024-06-22,wellness_bundle,GB,68.4,0.0,68.4,False,completed
ORD003051,CUST00920,,2024-04-01,supplements,US,40.36,9.39,-3.34,True,returned
ORD003052,CUST00920,,2024-09-26,supplements,US,30.07,0.0,30.07,False,completed
ORD003053,CUST00921,,2024-03-08,skincare,GB,54.3,8.0,0.15,True,returned
ORD003054,CUST00922,,2024-04-03,wellness_bundle,US,94.34,0.0,94.34,False,completed
ORD003055,CUST00923,,2024-03-23,skincare,GB,41.77,0.0,41.77,False,completed
ORD003056,CUST00924,,2024-03-19,supplements,GB,42.45,0.0,6.37,True,returned
ORD003057,CUST00925,,2024-03-24,skincare,NL,49.14,0.0,49.14,False,completed
ORD003058,CUST00926,,2024-03-20,supplements,GB,39.81,0.0,5.97,True,returned
ORD003059,CUST00927,,2024-04-03,supplements,US,44.22,7.62,36.6,False,completed
ORD003060,CUST00928,SUB00365,2024-03-22,skincare,US,43.73,0.0,43.73,False,completed
ORD003061,CUST00928,SUB00365,2024-06-20,skincare,US,47.07,0.0,47.07,False,completed
ORD003062,CUST00928,SUB00365,2024-09-18,skincare,US,41.01,0.0,41.01,False,completed
ORD003063,CUST00928,SUB00365,2024-12-17,skincare,US,44.2,0.0,44.2,False,completed
ORD003064,CUST00929,,2024-03-18,skincare,GB,54.3,0.0,54.3,False,completed
ORD003065,CUST00930,,2024-03-14,skincare,AU,55.08,12.09,42.99,False,completed
ORD003066,CUST00931,,2024-03-25,wellness_bundle,US,84.94,0.0,12.74,True,returned
ORD003067,CUST00932,SUB00366,2024-03-26,skincare,GB,41.33,0.0,41.33,False,completed
ORD003068,CUST00932,SUB00366,2024-06-24,skincare,GB,47.9,0.0,47.9,False,completed
ORD003069,CUST00932,SUB00366,2024-09-22,skincare,GB,47.3,0.0,47.3,False,completed
ORD003070,CUST00932,SUB00366,2024-12-21,skincare,GB,49.12,0.0,49.12,False,completed
ORD003071,CUST00933,,2024-03-13,skincare,FR,43.39,10.7,32.69,False,completed
ORD003072,CUST00934,,2024-03-15,skincare,AU,46.02,11.42,-4.52,True,returned
ORD003073,CUST00934,,2024-10-11,skincare,AU,50.63,9.3,41.33,False,completed
ORD003074,CUST00935,SUB00367,2024-03-07,skincare,NL,40.96,0.0,40.96,False,completed
ORD003075,CUST00935,SUB00367,2024-06-05,skincare,NL,48.4,0.0,48.4,False,completed
ORD003076,CUST00935,SUB00367,2024-09-03,skincare,NL,46.13,0.0,46.13,False,completed
ORD003077,CUST00935,SUB00367,2024-12-02,skincare,NL,46.13,6.22,39.91,False,completed
ORD003078,CUST00936,,2024-03-31,skincare,GB,36.67,0.0,36.67,False,completed
ORD003079,CUST00937,,2024-03-08,skincare,GB,45.61,0.0,6.84,True,returned
ORD003080,CUST00938,,2024-03-15,skincare,GB,56.52,0.0,56.52,False,completed
ORD003081,CUST00939,,2024-04-09,haircare,DE,41.72,0.0,41.72,False,completed
ORD003082,CUST00940,,2024-04-01,wellness_bundle,US,67.48,12.04,55.44,False,completed
ORD003083,CUST00941,,2024-03-18,haircare,US,50.35,0.0,7.55,True,returned
ORD003084,CUST00942,,2024-04-06,haircare,GB,38.75,0.0,38.75,False,completed
ORD003085,CUST00942,,2024-08-27,haircare,GB,35.86,5.22,0.16,True,returned
ORD003086,CUST00943,,2024-03-13,supplements,GB,35.62,0.0,35.62,False,completed
ORD003087,CUST00944,SUB00368,2024-03-16,wellness_bundle,US,69.19,0.0,69.19,False,completed
ORD003088,CUST00944,SUB00368,2024-04-15,wellness_bundle,US,78.24,0.0,78.24,False,completed
ORD003089,CUST00944,SUB00368,2024-05-15,wellness_bundle,US,81.06,0.0,81.06,False,completed
ORD003090,CUST00944,SUB00368,2024-06-14,wellness_bundle,US,67.67,9.53,58.14,False,completed
ORD003091,CUST00944,SUB00368,2024-07-14,wellness_bundle,US,82.1,0.0,82.1,False,completed
ORD003092,CUST00944,SUB00368,2024-08-13,wellness_bundle,US,77.08,9.94,1.62,True,returned
ORD003093,CUST00944,SUB00368,2024-09-12,wellness_bundle,US,75.05,4.68,70.37,False,completed
ORD003094,CUST00944,SUB00368,2024-10-12,wellness_bundle,US,72.54,0.0,72.54,False,completed
ORD003095,CUST00945,,2024-03-21,skincare,GB,55.44,0.0,55.44,False,completed
ORD003096,CUST00945,,2024-07-31,skincare,GB,54.31,0.0,8.15,True,returned
ORD003097,CUST00946,SUB00369,2024-03-19,skincare,GB,49.25,0.0,49.25,False,completed
ORD003098,CUST00946,SUB00369,2024-06-17,skincare,GB,43.07,0.0,43.07,False,completed
ORD003099,CUST00946,SUB00369,2024-09-15,skincare,GB,44.44,0.0,44.44,False,completed
ORD003100,CUST00946,SUB00369,2024-12-14,skincare,GB,43.32,0.0,43.32,False,completed
ORD003101,CUST00947,SUB00370,2024-03-20,skincare,GB,44.58,0.0,44.58,False,completed
ORD003102,CUST00947,SUB00370,2024-04-19,skincare,GB,45.82,0.0,45.82,False,completed
ORD003103,CUST00947,SUB00370,2024-05-19,skincare,GB,43.54,0.0,43.54,False,completed
ORD003104,CUST00947,SUB00370,2024-06-18,skincare,GB,42.6,0.0,42.6,False,completed
ORD003105,CUST00948,,2024-03-11,wellness_bundle,US,93.8,0.0,93.8,False,completed
ORD003106,CUST00948,,2024-07-31,wellness_bundle,US,72.03,0.0,72.03,False,completed
ORD003107,CUST00949,,2024-03-06,supplements,US,32.03,0.0,32.03,False,completed
ORD003108,CUST00950,,2024-03-09,supplements,GB,36.23,7.21,29.02,False,completed
ORD003109,CUST00951,,2024-03-29,wellness_bundle,US,64.27,0.0,9.64,True,returned
ORD003110,CUST00951,,2024-04-27,wellness_bundle,US,93.16,0.0,93.16,False,completed
ORD003111,CUST00952,,2024-03-14,supplements,DE,37.06,0.0,5.56,True,returned
ORD003112,CUST00953,,2024-03-27,haircare,US,36.2,0.0,36.2,False,completed
ORD003113,CUST00954,SUB00371,2024-03-28,supplements,GB,34.53,0.0,34.53,False,completed
ORD003114,CUST00954,SUB00371,2024-04-27,supplements,GB,33.73,0.0,33.73,False,completed
ORD003115,CUST00954,SUB00371,2024-05-27,supplements,GB,36.93,0.0,36.93,False,completed
ORD003116,CUST00954,SUB00371,2024-06-26,supplements,GB,36.89,2.98,33.91,False,completed
ORD003117,CUST00954,SUB00371,2024-07-26,supplements,GB,37.21,0.0,37.21,False,completed
ORD003118,CUST00954,SUB00371,2024-08-25,supplements,GB,33.59,0.0,33.59,False,completed
ORD003119,CUST00954,SUB00371,2024-09-24,supplements,GB,36.27,0.0,36.27,False,completed
ORD003120,CUST00954,SUB00371,2024-10-24,supplements,GB,35.35,0.0,35.35,False,completed
ORD003121,CUST00954,SUB00371,2024-11-23,supplements,GB,34.17,2.54,31.63,False,completed
ORD003122,CUST00954,SUB00371,2024-12-23,supplements,GB,32.5,3.88,28.62,False,completed
ORD003123,CUST00955,,2024-04-06,haircare,GB,49.67,0.0,49.67,False,completed
ORD003124,CUST00956,SUB00372,2024-03-04,haircare,FR,43.04,0.0,43.04,False,completed
ORD003125,CUST00956,SUB00372,2024-04-03,haircare,FR,42.44,0.0,42.44,False,completed
ORD003126,CUST00956,SUB00372,2024-05-03,haircare,FR,40.09,0.0,40.09,False,completed
ORD003127,CUST00956,SUB00372,2024-06-02,haircare,FR,41.01,0.0,41.01,False,completed
ORD003128,CUST00956,SUB00372,2024-07-02,haircare,FR,41.96,0.0,41.96,False,completed
ORD003129,CUST00956,SUB00372,2024-08-01,haircare,FR,40.93,0.0,40.93,False,completed
ORD003130,CUST00957,,2024-03-25,supplements,US,43.25,0.0,6.49,True,returned
ORD003131,CUST00958,SUB00373,2024-03-13,haircare,GB,36.24,0.0,36.24,False,completed
ORD003132,CUST00958,SUB00373,2024-04-12,haircare,GB,36.01,0.0,36.01,False,completed
ORD003133,CUST00958,SUB00373,2024-05-12,haircare,GB,38.3,0.0,38.3,False,completed
ORD003134,CUST00958,SUB00373,2024-06-11,haircare,GB,36.72,0.0,36.72,False,completed
ORD003135,CUST00958,SUB00373,2024-07-11,haircare,GB,40.29,4.91,35.38,False,completed
ORD003136,CUST00959,SUB00374,2024-03-06,skincare,US,46.23,0.0,46.23,False,completed
ORD003137,CUST00959,SUB00374,2024-04-05,skincare,US,46.25,0.0,46.25,False,completed
ORD003138,CUST00960,,2024-04-06,haircare,GB,47.38,0.0,47.38,False,completed
ORD003139,CUST00960,,2024-07-23,haircare,GB,47.88,0.0,47.88,False,completed
ORD003140,CUST00961,,2024-03-14,skincare,GB,43.99,0.0,43.99,False,completed
ORD003141,CUST00961,,2024-07-03,skincare,GB,47.0,0.0,47.0,False,completed
ORD003142,CUST00962,SUB00375,2024-03-02,supplements,GB,37.01,0.0,37.01,False,completed
ORD003143,CUST00962,SUB00375,2024-04-01,supplements,GB,37.83,0.0,37.83,False,completed
ORD003144,CUST00962,SUB00375,2024-05-01,supplements,GB,31.84,0.0,31.84,False,completed
ORD003145,CUST00962,SUB00375,2024-05-31,supplements,GB,33.75,2.75,31.0,False,completed
ORD003146,CUST00962,SUB00375,2024-06-30,supplements,GB,34.04,0.0,34.04,False,completed
ORD003147,CUST00962,SUB00375,2024-07-30,supplements,GB,36.88,0.0,36.88,False,completed
ORD003148,CUST00962,SUB00375,2024-08-29,supplements,GB,35.71,2.18,33.53,False,completed
ORD003149,CUST00962,SUB00375,2024-09-28,supplements,GB,37.88,0.0,37.88,False,completed
ORD003150,CUST00962,SUB00375,2024-10-28,supplements,GB,35.05,0.0,35.05,False,completed
ORD003151,CUST00962,SUB00375,2024-11-27,supplements,GB,37.81,0.0,37.81,False,completed
ORD003152,CUST00962,SUB00375,2024-12-27,supplements,GB,36.25,0.0,36.25,False,completed
ORD003153,CUST00963,,2024-03-14,supplements,FR,28.13,0.0,28.13,False,completed
ORD003154,CUST00964,,2024-03-22,supplements,FR,37.41,0.0,37.41,False,completed
ORD003155,CUST00964,,2024-11-14,supplements,FR,39.3,0.0,39.3,False,completed
ORD003156,CUST00965,,2024-03-12,haircare,GB,38.46,0.0,38.46,False,completed
ORD003157,CUST00966,,2024-03-27,skincare,NL,48.34,0.0,48.34,False,completed
ORD003158,CUST00967,,2024-03-29,wellness_bundle,GB,83.01,0.0,83.01,False,completed
ORD003159,CUST00968,SUB00376,2024-03-22,skincare,DE,44.04,0.0,44.04,False,completed
ORD003160,CUST00968,SUB00376,2024-04-21,skincare,DE,42.31,0.0,42.31,False,completed
ORD003161,CUST00968,SUB00376,2024-05-21,skincare,DE,42.12,0.0,42.12,False,completed
ORD003162,CUST00968,SUB00376,2024-06-20,skincare,DE,40.86,0.0,40.86,False,completed
ORD003163,CUST00968,SUB00376,2024-07-20,skincare,DE,41.01,0.0,41.01,False,completed
ORD003164,CUST00969,,2024-03-24,supplements,NL,31.49,0.0,31.49,False,completed
ORD003165,CUST00970,SUB00377,2024-03-24,haircare,US,38.65,0.0,38.65,False,completed
ORD003166,CUST00970,SUB00377,2024-06-22,haircare,US,37.16,0.0,37.16,False,completed
ORD003167,CUST00970,SUB00377,2024-09-20,haircare,US,42.21,0.0,42.21,False,completed
ORD003168,CUST00970,SUB00377,2024-12-19,haircare,US,39.02,0.0,39.02,False,completed
ORD003169,CUST00971,SUB00378,2024-03-10,wellness_bundle,US,70.99,0.0,70.99,False,completed
ORD003170,CUST00971,SUB00378,2024-06-08,wellness_bundle,US,74.23,0.0,74.23,False,completed
ORD003171,CUST00971,SUB00378,2024-09-06,wellness_bundle,US,78.8,0.0,78.8,False,completed
ORD003172,CUST00971,SUB00378,2024-12-05,wellness_bundle,US,70.55,3.74,66.81,False,completed
ORD003173,CUST00972,,2024-03-04,haircare,AU,49.3,0.0,49.3,False,completed
ORD003174,CUST00973,SUB00379,2024-03-25,supplements,US,32.33,0.0,32.33,False,completed
ORD003175,CUST00973,SUB00379,2024-04-24,supplements,US,32.43,0.0,32.43,False,completed
ORD003176,CUST00973,SUB00379,2024-05-24,supplements,US,36.27,0.0,36.27,False,completed
ORD003177,CUST00973,SUB00379,2024-06-23,supplements,US,37.6,4.24,33.36,False,completed
ORD003178,CUST00973,SUB00379,2024-07-23,supplements,US,33.65,0.0,33.65,False,completed
ORD003179,CUST00973,SUB00379,2024-08-22,supplements,US,38.29,0.0,38.29,False,completed
ORD003180,CUST00974,SUB00380,2024-03-08,supplements,GB,37.21,0.0,37.21,False,completed
ORD003181,CUST00974,SUB00380,2024-04-07,supplements,GB,37.8,0.0,37.8,False,completed
ORD003182,CUST00974,SUB00380,2024-05-07,supplements,GB,37.27,0.0,37.27,False,completed
ORD003183,CUST00974,SUB00380,2024-06-06,supplements,GB,34.5,2.7,31.8,False,completed
ORD003184,CUST00974,SUB00380,2024-07-06,supplements,GB,33.94,0.0,5.09,True,returned
ORD003185,CUST00974,SUB00380,2024-08-05,supplements,GB,33.14,0.0,33.14,False,completed
ORD003186,CUST00975,SUB00381,2024-03-12,supplements,GB,32.03,0.0,32.03,False,completed
ORD003187,CUST00975,SUB00381,2024-04-11,supplements,GB,38.06,0.0,38.06,False,completed
ORD003188,CUST00975,SUB00381,2024-05-11,supplements,GB,34.58,0.0,34.58,False,completed
