subscription_id,customer_id,plan_type,product_category_key,lifetime_days,is_churned,estimated_mrr,churn_probability,risk_band
SUB00377,CUST00970,quarterly,haircare,803,False,5.87,0.2576,Low
SUB00378,CUST00971,quarterly,wellness_bundle,817,False,10.68,0.2367,Low
SUB00379,CUST00973,monthly,supplements,150,True,0.0,0.9841,High
SUB00380,CUST00974,monthly,supplements,150,True,0.0,0.9811,High
SUB00381,CUST00975,monthly,supplements,90,True,0.0,0.998,High
SUB00382,CUST00976,quarterly,haircare,805,False,6.17,0.2569,Low
SUB00383,CUST00977,monthly,haircare,804,False,14.37,0.3845,Medium
SUB00384,CUST00978,monthly,supplements,806,False,9.71,0.3988,Medium
SUB00385,CUST00979,monthly,skincare,799,False,16.21,0.3842,Medium
SUB00386,CUST00980,monthly,wellness_bundle,120,True,0.0,0.99,High
SUB00387,CUST00981,quarterly,haircare,90,True,0.0,0.7465,High
SUB00388,CUST00982,monthly,wellness_bundle,805,False,28.88,0.2328,Low
SUB00389,CUST00983,quarterly,supplements,810,False,5.14,0.3203,Low
SUB00390,CUST00984,monthly,supplements,799,False,13.25,0.4505,Medium
SUB00391,CUST00985,quarterly,skincare,821,False,6.21,0.2839,Low
SUB00392,CUST00986,quarterly,skincare,807,False,6.64,0.2653,Low
SUB00393,CUST00987,monthly,skincare,820,False,15.02,0.3477,Medium
SUB00394,CUST00988,monthly,wellness_bundle,120,True,0.0,0.9889,High
SUB00395,CUST00990,quarterly,wellness_bundle,823,False,10.7,0.2306,Low
SUB00396,CUST00991,monthly,skincare,806,False,14.04,0.3804,Medium
SUB00397,CUST00992,monthly,supplements,150,True,0.0,0.983,High
SUB00398,CUST00993,quarterly,skincare,798,False,5.06,0.2478,Low
SUB00399,CUST00995,monthly,skincare,240,True,0.0,0.6324,Medium
SUB00400,CUST00996,quarterly,supplements,800,False,4.09,0.2726,Low
SUB00401,CUST00999,quarterly,supplements,823,False,4.99,0.3219,Low
SUB00402,CUST01001,monthly,supplements,810,False,12.83,0.454,Medium
SUB00403,CUST01002,quarterly,skincare,824,False,6.33,0.2754,Low
SUB00404,CUST01003,monthly,supplements,180,True,0.0,0.9435,High
SUB00405,CUST01004,quarterly,skincare,90,True,0.0,0.7599,High
SUB00406,CUST01005,monthly,skincare,806,False,16.44,0.3753,Medium
SUB00407,CUST01006,quarterly,skincare,814,False,5.11,0.2297,Low
SUB00408,CUST01007,monthly,supplements,30,True,0.0,0.9998,High
SUB00409,CUST01008,quarterly,supplements,798,False,5.12,0.3224,Low
SUB00410,CUST01009,monthly,wellness_bundle,810,False,24.96,0.256,Low
SUB00411,CUST01011,monthly,supplements,822,False,14.02,0.2221,Low
SUB00412,CUST01014,quarterly,wellness_bundle,807,False,10.25,0.2501,Low
SUB00413,CUST01018,monthly,skincare,150,True,0.0,0.9803,High
SUB00414,CUST01019,monthly,skincare,60,True,0.0,0.9991,High
SUB00415,CUST01020,monthly,haircare,815,False,14.3,0.3727,Medium
SUB00416,CUST01021,monthly,wellness_bundle,818,False,26.34,0.2698,Low
SUB00417,CUST01022,monthly,skincare,815,False,14.62,0.3577,Medium
SUB00418,CUST01023,monthly,skincare,823,False,16.32,0.157,Low
SUB00419,CUST01024,monthly,wellness_bundle,150,True,0.0,0.9682,High
SUB00420,CUST01025,quarterly,skincare,826,False,6.37,0.2675,Low
SUB00421,CUST01026,quarterly,haircare,801,False,6.0,0.2553,Low
SUB00422,CUST01027,monthly,skincare,805,False,14.93,0.3605,Medium
SUB00423,CUST01028,monthly,supplements,798,False,12.75,0.461,Medium
SUB00424,CUST01029,quarterly,wellness_bundle,807,False,10.91,0.2307,Low
SUB00425,CUST01032,monthly,wellness_bundle,30,True,0.0,0.9997,High
SUB00426,CUST01033,quarterly,skincare,802,False,6.8,0.263,Low
SUB00427,CUST01035,quarterly,wellness_bundle,802,False,11.29,0.2252,Low
SUB00428,CUST01036,monthly,skincare,818,False,16.18,0.3715,Medium
SUB00429,CUST01038,quarterly,skincare,806,False,6.51,0.2822,Low
SUB00430,CUST01041,monthly,supplements,270,True,0.0,0.4618,Medium
SUB00431,CUST01045,monthly,wellness_bundle,810,False,27.27,0.2569,Low
SUB00432,CUST01046,monthly,wellness_bundle,809,False,28.2,0.2426,Low
SUB00433,CUST01047,monthly,skincare,180,True,0.0,0.9365,High
SUB00434,CUST01048,monthly,supplements,799,False,12.94,0.4625,Medium
SUB00435,CUST01051,quarterly,skincare,800,False,6.58,0.2675,Low
SUB00436,CUST01053,monthly,supplements,60,True,0.0,0.9993,High
SUB00437,CUST01054,monthly,haircare,210,True,0.0,0.8401,High
SUB00438,CUST01056,monthly,supplements,150,True,0.0,0.9849,High
SUB00439,CUST01057,monthly,wellness_bundle,810,False,26.35,0.2772,Low
SUB00440,CUST01059,quarterly,skincare,808,False,4.9,0.2466,Low
SUB00441,CUST01061,monthly,supplements,799,False,11.43,0.4573,Medium
SUB00442,CUST01062,monthly,skincare,823,False,17.6,0.1658,Low
SUB00443,CUST01064,monthly,skincare,805,False,15.51,0.3986,Medium
SUB00444,CUST01065,monthly,haircare,825,False,16.06,0.1685,Low
SUB00445,CUST01072,monthly,supplements,814,False,11.97,0.4256,Medium
SUB00446,CUST01076,monthly,haircare,180,True,0.0,0.7977,High
SUB00447,CUST01079,monthly,skincare,150,True,0.0,0.9154,High
SUB00448,CUST01087,quarterly,supplements,776,False,4.21,0.2715,Low
SUB00449,CUST01088,quarterly,supplements,776,False,3.0,0.2154,Low
SUB00450,CUST01092,monthly,supplements,180,True,0.0,0.8549,High
SUB00451,CUST01095,monthly,supplements,60,True,0.0,0.9975,High
SUB00452,CUST01100,monthly,wellness_bundle,150,True,0.0,0.9062,High
SUB00453,CUST01107,monthly,haircare,120,True,0.0,0.9716,High
SUB00454,CUST01115,monthly,haircare,787,False,13.54,0.3203,Low
SUB00455,CUST01121,quarterly,skincare,788,False,4.79,0.2352,Low
SUB00456,CUST01124,quarterly,skincare,790,False,5.12,0.2283,Low
SUB00457,CUST01125,monthly,wellness_bundle,790,False,22.0,0.2379,Low
SUB00458,CUST01143,quarterly,skincare,788,False,5.15,0.2279,Low
SUB00459,CUST01148,monthly,wellness_bundle,30,True,0.0,0.9988,High
SUB00460,CUST01150,quarterly,supplements,770,False,3.96,0.2778,Low
SUB00461,CUST01159,quarterly,supplements,794,False,5.32,0.1207,Low
SUB00462,CUST01160,quarterly,haircare,785,False,4.37,0.2228,Low
SUB00463,CUST01161,quarterly,supplements,773,False,4.08,0.2747,Low
SUB00464,CUST01166,monthly,skincare,784,False,13.75,0.3035,Low
SUB00465,CUST01171,monthly,supplements,788,False,10.35,0.3942,Medium
SUB00466,CUST01177,quarterly,supplements,786,False,2.92,0.2163,Low
SUB00467,CUST01178,monthly,skincare,779,False,15.2,0.3339,Medium
SUB00468,CUST01185,monthly,skincare,786,False,13.55,0.3168,Low
SUB00469,CUST01187,monthly,skincare,270,True,0.0,0.1316,Low
SUB00470,CUST01188,monthly,skincare,30,True,0.0,0.9989,High
SUB00471,CUST01191,monthly,haircare,773,False,13.81,0.3305,Medium
SUB00472,CUST01193,quarterly,wellness_bundle,772,False,8.48,0.2078,Low
SUB00473,CUST01195,monthly,wellness_bundle,90,True,0.0,0.9877,High
SUB00474,CUST01196,quarterly,haircare,180,True,0.0,0.2226,Low
SUB00475,CUST01197,quarterly,supplements,90,True,0.0,0.518,Medium
SUB00476,CUST01203,monthly,skincare,210,True,0.0,0.5849,Medium
SUB00477,CUST01206,monthly,wellness_bundle,779,False,25.58,0.2287,Low
SUB00478,CUST01207,quarterly,haircare,769,False,3.33,0.1729,Low
SUB00479,CUST01211,quarterly,supplements,90,True,0.0,0.4066,Medium
SUB00480,CUST01212,quarterly,supplements,787,False,2.91,0.2164,Low
SUB00481,CUST01213,monthly,supplements,767,False,10.8,0.3948,Medium
SUB00482,CUST01214,monthly,haircare,768,False,12.8,0.3013,Low
SUB00483,CUST01216,monthly,skincare,120,True,0.0,0.9727,High
SUB00484,CUST01218,quarterly,supplements,769,False,4.24,0.2718,Low
SUB00485,CUST01219,monthly,skincare,150,True,0.0,0.923,High
SUB00486,CUST01220,quarterly,skincare,772,False,3.7,0.1842,Low
SUB00487,CUST01222,monthly,supplements,30,True,0.0,0.9992,High
SUB00488,CUST01223,quarterly,wellness_bundle,791,False,11.94,0.0713,Low
SUB00489,CUST01225,monthly,haircare,180,True,0.0,0.8003,High
SUB00490,CUST01228,monthly,supplements,150,True,0.0,0.9473,High
SUB00491,CUST01229,quarterly,skincare,180,True,0.0,0.2271,Low
SUB00492,CUST01231,monthly,supplements,90,True,0.0,0.993,High
SUB00493,CUST01232,monthly,supplements,210,True,0.0,0.6782,High
SUB00494,CUST01233,monthly,skincare,792,False,15.03,0.1411,Low
SUB00495,CUST01235,monthly,haircare,769,False,12.23,0.3175,Low
SUB00496,CUST01237,monthly,skincare,779,False,12.1,0.3044,Low
SUB00497,CUST01243,quarterly,wellness_bundle,771,False,9.13,0.1964,Low
SUB00498,CUST01244,monthly,wellness_bundle,150,True,0.0,0.8969,High
SUB00499,CUST01247,monthly,haircare,791,False,13.63,0.1392,Low
SUB00500,CUST01249,quarterly,supplements,794,False,4.24,0.0931,Low
SUB00501,CUST01250,monthly,skincare,90,True,0.0,0.9903,High
SUB00502,CUST01251,quarterly,supplements,777,False,3.92,0.2778,Low
SUB00503,CUST01252,quarterly,wellness_bundle,782,False,6.38,0.1744,Low
SUB00504,CUST01253,monthly,skincare,150,True,0.0,0.9267,High
SUB00505,CUST01257,monthly,supplements,180,True,0.0,0.8481,High
SUB00506,CUST01259,quarterly,skincare,769,False,5.41,0.2254,Low
SUB00507,CUST01261,quarterly,supplements,791,False,5.15,0.1239,Low
SUB00508,CUST01263,monthly,supplements,60,True,0.0,0.9976,High
SUB00509,CUST01265,monthly,haircare,786,False,13.19,0.3466,Medium
SUB00510,CUST01266,monthly,wellness_bundle,772,False,22.19,0.2537,Low
SUB00511,CUST01267,monthly,skincare,120,True,0.0,0.9682,High
SUB00512,CUST01269,monthly,supplements,781,False,11.02,0.3801,Medium
SUB00513,CUST01270,quarterly,supplements,784,False,4.07,0.2737,Low
SUB00514,CUST01274,quarterly,skincare,786,False,5.26,0.2261,Low
SUB00515,CUST01284,monthly,supplements,180,True,0.0,0.8302,High
SUB00516,CUST01286,quarterly,skincare,788,False,3.7,0.183,Low
SUB00517,CUST01288,quarterly,supplements,270,True,0.0,0.1252,Low
SUB00518,CUST01290,monthly,haircare,779,False,13.44,0.3263,Low
SUB00519,CUST01296,monthly,haircare,90,True,0.0,0.99,High
SUB00520,CUST01297,quarterly,haircare,786,False,3.29,0.1724,Low
SUB00521,CUST01311,monthly,skincare,780,False,14.18,0.3029,Low
SUB00522,CUST01316,quarterly,skincare,780,False,3.53,0.1866,Low
SUB00523,CUST01317,quarterly,haircare,791,False,6.13,0.0863,Low
SUB00524,CUST01318,monthly,haircare,786,False,12.61,0.3007,Low
SUB00525,CUST01322,monthly,supplements,30,True,0.0,0.9992,High
SUB00526,CUST01324,monthly,supplements,767,False,11.94,0.4023,Medium
SUB00527,CUST01325,quarterly,haircare,180,True,0.0,0.1729,Low
SUB00528,CUST01326,monthly,supplements,788,False,10.83,0.3864,Medium
SUB00529,CUST01334,monthly,supplements,180,True,0.0,0.8519,High
SUB00530,CUST01335,monthly,haircare,774,False,13.49,0.3393,Medium
SUB00531,CUST01336,quarterly,supplements,777,False,3.84,0.2798,Low
SUB00532,CUST01337,quarterly,supplements,785,False,4.02,0.2748,Low
SUB00533,CUST01338,monthly,skincare,767,False,15.44,0.3255,Low
SUB00534,CUST01339,monthly,supplements,780,False,11.68,0.4159,Medium
SUB00535,CUST01342,monthly,haircare,772,False,12.53,0.3058,Low
SUB00536,CUST01344,quarterly,skincare,180,True,0.0,0.2307,Low
SUB00537,CUST01350,quarterly,haircare,782,False,4.68,0.2172,Low
SUB00538,CUST01351,quarterly,supplements,771,False,4.07,0.2753,Low
SUB00539,CUST01352,monthly,supplements,785,False,11.96,0.4003,Medium
SUB00540,CUST01353,monthly,supplements,791,False,13.51,0.1811,Low
SUB00541,CUST01354,quarterly,skincare,791,False,6.58,0.095,Low
SUB00542,CUST01357,monthly,skincare,771,False,15.11,0.3423,Medium
SUB00543,CUST01359,monthly,supplements,769,False,10.69,0.4014,Medium
SUB00544,CUST01360,monthly,wellness_bundle,240,True,0.0,0.2335,Low
SUB00545,CUST01361,quarterly,wellness_bundle,778,False,9.31,0.1919,Low
SUB00546,CUST01362,monthly,haircare,210,True,0.0,0.5813,Medium
SUB00547,CUST01365,monthly,skincare,782,False,15.6,0.3151,Low
SUB00548,CUST01366,quarterly,skincare,792,False,6.74,0.0933,Low
SUB00549,CUST01368,quarterly,supplements,795,False,5.3,0.1212,Low
SUB00550,CUST01369,monthly,supplements,210,True,0.0,0.6409,Medium
SUB00551,CUST01370,monthly,supplements,778,False,9.41,0.3645,Medium
SUB00552,CUST01374,monthly,skincare,120,True,0.0,0.9678,High
SUB00553,CUST01375,monthly,skincare,180,True,0.0,0.8111,High
SUB00554,CUST01376,quarterly,supplements,789,False,4.0,0.2747,Low
SUB00555,CUST01377,monthly,haircare,780,False,12.2,0.3022,Low
SUB00556,CUST01378,monthly,skincare,785,False,13.93,0.3056,Low
SUB00557,CUST01379,quarterly,supplements,787,False,3.93,0.2765,Low
SUB00558,CUST01380,monthly,haircare,769,False,11.22,0.2928,Low
SUB00559,CUST01381,monthly,haircare,788,False,13.46,0.3246,Low
SUB00560,CUST01382,monthly,supplements,794,False,11.85,0.1807,Low
SUB00561,CUST01383,quarterly,haircare,785,False,3.19,0.1742,Low
SUB00562,CUST01385,monthly,skincare,767,False,15.34,0.3211,Low
SUB00563,CUST01386,monthly,skincare,781,False,15.27,0.3262,Low
SUB00564,CUST01387,quarterly,supplements,795,False,5.02,0.1177,Low
SUB00565,CUST01389,monthly,supplements,60,True,0.0,0.9975,High
SUB00566,CUST01391,quarterly,haircare,776,False,4.68,0.2179,Low
SUB00567,CUST01393,quarterly,skincare,769,False,5.44,0.2248,Low
SUB00568,CUST01394,quarterly,skincare,781,False,3.47,0.1874,Low
SUB00569,CUST01395,quarterly,haircare,180,True,0.0,0.2189,Low
SUB00570,CUST01398,monthly,wellness_bundle,60,True,0.0,0.9962,High
SUB00571,CUST01400,monthly,skincare,210,True,0.0,0.5762,Medium
SUB00572,CUST01401,quarterly,skincare,784,False,5.25,0.2266,Low
SUB00573,CUST01402,monthly,haircare,772,False,13.48,0.3331,Medium
SUB00574,CUST01404,monthly,skincare,30,True,0.0,0.9989,High
SUB00575,CUST01406,quarterly,wellness_bundle,791,False,11.51,0.0741,Low
SUB00576,CUST01407,monthly,skincare,792,False,16.9,0.1429,Low
SUB00577,CUST01408,monthly,supplements,30,True,0.0,0.9991,High
SUB00578,CUST01409,monthly,supplements,785,False,12.1,0.4048,Medium
SUB00579,CUST01411,monthly,haircare,180,True,0.0,0.8036,High
SUB00580,CUST01412,monthly,supplements,90,True,0.0,0.9929,High
SUB00581,CUST01415,monthly,supplements,240,True,0.0,0.4101,Medium
SUB00582,CUST01416,monthly,skincare,791,False,17.25,0.1319,Low
SUB00583,CUST01417,monthly,haircare,771,False,12.16,0.3136,Low
SUB00584,CUST01418,monthly,haircare,773,False,14.1,0.3158,Low
SUB00585,CUST01419,monthly,haircare,768,False,14.01,0.3237,Low
SUB00586,CUST01420,quarterly,skincare,793,False,3.7,0.068,Low
SUB00587,CUST01421,monthly,skincare,150,True,0.0,0.927,High
SUB00588,CUST01422,quarterly,skincare,770,False,5.3,0.2274,Low
SUB00589,CUST01423,monthly,skincare,774,False,13.59,0.3187,Low
SUB00590,CUST01424,monthly,supplements,30,True,0.0,0.9992,High
SUB00591,CUST01427,quarterly,haircare,794,False,6.28,0.085,Low
SUB00592,CUST01428,quarterly,wellness_bundle,788,False,8.66,0.2013,Low
SUB00593,CUST01429,quarterly,haircare,787,False,4.83,0.2137,Low
SUB00594,CUST01434,monthly,skincare,774,False,14.42,0.2964,Low
SUB00595,CUST01435,monthly,wellness_bundle,778,False,25.3,0.2368,Low
SUB00596,CUST01437,quarterly,supplements,769,False,4.07,0.2755,Low
SUB00597,CUST01442,monthly,skincare,753,False,13.65,0.355,Medium
SUB00598,CUST01444,quarterly,skincare,758,False,5.28,0.0974,Low
SUB00599,CUST01451,quarterly,haircare,761,False,4.31,0.0961,Low
SUB00600,CUST01452,monthly,skincare,752,False,14.36,0.3302,Medium
SUB00601,CUST01456,quarterly,wellness_bundle,750,False,9.09,0.0839,Low
SUB00602,CUST01457,monthly,wellness_bundle,30,True,0.0,0.9967,High
SUB00603,CUST01458,monthly,supplements,753,False,10.53,0.4301,Medium
SUB00604,CUST01460,quarterly,skincare,757,False,5.31,0.0973,Low
SUB00605,CUST01461,quarterly,haircare,90,True,0.0,0.2259,Low
SUB00606,CUST01462,monthly,haircare,749,False,12.42,0.3444,Medium
SUB00607,CUST01465,quarterly,skincare,749,False,5.36,0.0972,Low
SUB00608,CUST01470,monthly,haircare,120,True,0.0,0.9254,High
SUB00609,CUST01474,quarterly,skincare,737,False,5.29,0.0988,Low
SUB00610,CUST01477,monthly,skincare,738,False,14.47,0.3327,Medium
SUB00611,CUST01485,monthly,haircare,150,True,0.0,0.8197,High
SUB00612,CUST01487,quarterly,supplements,759,False,3.86,0.1243,Low
SUB00613,CUST01490,quarterly,skincare,763,False,5.18,0.098,Low
SUB00614,CUST01498,monthly,skincare,150,True,0.0,0.8179,High
SUB00615,CUST01502,monthly,wellness_bundle,747,False,21.46,0.252,Low
SUB00616,CUST01504,monthly,supplements,754,False,9.95,0.3848,Medium
SUB00617,CUST01506,monthly,skincare,742,False,11.03,0.3142,Low
SUB00618,CUST01516,monthly,supplements,745,False,9.9,0.408,Medium
SUB00619,CUST01517,monthly,supplements,745,False,10.92,0.4192,Medium
SUB00620,CUST01519,monthly,supplements,752,False,9.91,0.3965,Medium
SUB00621,CUST01528,monthly,skincare,737,False,12.79,0.3375,Medium
SUB00622,CUST01546,monthly,haircare,757,False,9.68,0.2934,Low
SUB00623,CUST01550,quarterly,skincare,753,False,3.84,0.0754,Low
SUB00624,CUST01560,quarterly,haircare,757,False,3.26,0.0714,Low
SUB00625,CUST01568,monthly,haircare,180,True,0.0,0.5776,Medium
SUB00626,CUST01569,quarterly,skincare,747,False,5.56,0.0955,Low
SUB00627,CUST01577,monthly,haircare,755,False,12.62,0.3324,Medium
SUB00628,CUST01580,quarterly,skincare,743,False,5.46,0.0968,Low
SUB00629,CUST01583,quarterly,skincare,738,False,5.28,0.0988,Low
SUB00630,CUST01584,monthly,wellness_bundle,60,True,0.0,0.9896,High
SUB00631,CUST01589,monthly,skincare,30,True,0.0,0.9971,High
SUB00632,CUST01593,monthly,supplements,60,True,0.0,0.9932,High
SUB00633,CUST01594,monthly,supplements,60,True,0.0,0.9932,High
SUB00634,CUST01598,monthly,wellness_bundle,30,True,0.0,0.9968,High
SUB00635,CUST01600,monthly,supplements,150,True,0.0,0.8622,High
SUB00636,CUST01601,monthly,supplements,752,False,9.75,0.3927,Medium
SUB00637,CUST01605,monthly,wellness_bundle,760,False,23.5,0.2455,Low
SUB00638,CUST01606,monthly,haircare,150,True,0.0,0.8107,High
SUB00639,CUST01609,quarterly,skincare,752,False,5.4,0.0967,Low
SUB00640,CUST01611,monthly,supplements,746,False,10.08,0.3928,Medium
SUB00641,CUST01616,monthly,supplements,762,False,11.89,0.2103,Low
SUB00642,CUST01619,monthly,wellness_bundle,30,True,0.0,0.9967,High
SUB00643,CUST01626,monthly,skincare,90,True,0.0,0.9701,High
SUB00644,CUST01627,quarterly,supplements,743,False,4.13,0.1221,Low
SUB00645,CUST01632,monthly,supplements,90,True,0.0,0.9813,High
SUB00646,CUST01638,monthly,wellness_bundle,60,True,0.0,0.9899,High
SUB00647,CUST01642,monthly,supplements,751,False,11.36,0.4105,Medium
SUB00648,CUST01656,quarterly,skincare,750,False,5.74,0.0937,Low
SUB00649,CUST01658,monthly,skincare,757,False,12.56,0.3252,Low
SUB00650,CUST01662,monthly,supplements,756,False,10.87,0.4241,Medium
SUB00651,CUST01666,monthly,skincare,30,True,0.0,0.997,High
SUB00652,CUST01667,monthly,wellness_bundle,210,True,0.0,0.2585,Low
SUB00653,CUST01670,quarterly,haircare,90,True,0.0,0.225,Low
SUB00654,CUST01672,quarterly,wellness_bundle,180,True,0.0,0.0729,Low
SUB00655,CUST01673,quarterly,supplements,752,False,4.28,0.1198,Low
SUB00656,CUST01678,monthly,haircare,740,False,13.24,0.3288,Low
SUB00657,CUST01682,quarterly,supplements,738,False,4.16,0.1221,Low
SUB00658,CUST01683,quarterly,haircare,739,False,4.63,0.0943,Low
SUB00659,CUST01684,quarterly,wellness_bundle,736,False,8.85,0.0873,Low
SUB00660,CUST01685,quarterly,haircare,739,False,4.45,0.096,Low
SUB00661,CUST01688,monthly,supplements,741,False,9.73,0.4118,Medium
SUB00662,CUST01692,monthly,wellness_bundle,120,True,0.0,0.8999,High
SUB00663,CUST01694,quarterly,skincare,761,False,5.26,0.0974,Low
SUB00664,CUST01695,monthly,skincare,755,False,14.47,0.3347,Medium
SUB00665,CUST01696,quarterly,skincare,753,False,5.58,0.0949,Low
SUB00666,CUST01697,quarterly,skincare,740,False,5.56,0.096,Low
SUB00667,CUST01698,quarterly,supplements,739,False,4.37,0.1197,Low
SUB00668,CUST01702,quarterly,skincare,180,True,0.0,0.0963,Low
SUB00669,CUST01703,monthly,supplements,745,False,11.06,0.4269,Medium
SUB00670,CUST01704,monthly,skincare,749,False,14.46,0.3341,Medium
SUB00671,CUST01705,monthly,supplements,738,False,11.11,0.4176,Medium
SUB00672,CUST01706,monthly,wellness_bundle,746,False,23.32,0.2596,Low
SUB00673,CUST01708,monthly,supplements,180,True,0.0,0.6889,High
SUB00674,CUST01710,quarterly,wellness_bundle,749,False,6.18,0.0747,Low
SUB00675,CUST01711,monthly,supplements,30,True,0.0,0.9977,High
SUB00676,CUST01712,monthly,supplements,30,True,0.0,0.9976,High
SUB00677,CUST01713,monthly,haircare,756,False,12.25,0.3486,Medium
SUB00678,CUST01717,quarterly,haircare,90,True,0.0,0.2337,Low
SUB00679,CUST01718,monthly,wellness_bundle,739,False,21.41,0.2541,Low
SUB00680,CUST01721,quarterly,skincare,750,False,5.2,0.0988,Low
SUB00681,CUST01724,monthly,haircare,754,False,12.64,0.3356,Medium
SUB00682,CUST01725,monthly,haircare,120,True,0.0,0.9125,High
SUB00683,CUST01726,monthly,skincare,743,False,13.9,0.3458,Medium
SUB00684,CUST01728,quarterly,skincare,737,False,5.68,0.0951,Low
SUB00685,CUST01729,monthly,skincare,741,False,11.57,0.3011,Low
SUB00686,CUST01732,monthly,haircare,737,False,11.81,0.3139,Low
SUB00687,CUST01734,monthly,skincare,743,False,14.52,0.3356,Medium
SUB00688,CUST01735,quarterly,skincare,744,False,5.5,0.0963,Low
SUB00689,CUST01737,monthly,supplements,30,True,0.0,0.9977,High
SUB00690,CUST01738,quarterly,skincare,756,False,5.37,0.0968,Low
SUB00691,CUST01740,monthly,wellness_bundle,758,False,20.77,0.2622,Low
SUB00692,CUST01741,monthly,skincare,30,True,0.0,0.9955,High
SUB00693,CUST01743,monthly,skincare,60,True,0.0,0.9912,High
SUB00694,CUST01745,quarterly,wellness_bundle,744,False,8.85,0.0865,Low
SUB00695,CUST01746,quarterly,supplements,744,False,4.29,0.1203,Low
SUB00696,CUST01747,quarterly,supplements,746,False,4.26,0.1205,Low
SUB00697,CUST01748,monthly,wellness_bundle,740,False,23.05,0.271,Low
SUB00698,CUST01749,monthly,supplements,760,False,11.24,0.4065,Medium
SUB00699,CUST01750,monthly,haircare,150,True,0.0,0.8112,High
SUB00700,CUST01751,monthly,haircare,742,False,12.57,0.3402,Medium
SUB00701,CUST01753,monthly,supplements,90,True,0.0,0.9809,High
SUB00702,CUST01754,monthly,supplements,755,False,9.57,0.3967,Medium
SUB00703,CUST01755,quarterly,skincare,757,False,5.11,0.0992,Low
SUB00704,CUST01756,monthly,skincare,745,False,13.19,0.309,Low
SUB00705,CUST01759,quarterly,skincare,755,False,5.27,0.0977,Low
SUB00706,CUST01760,monthly,supplements,765,False,12.27,0.2022,Low
SUB00707,CUST01761,monthly,supplements,750,False,11.24,0.4138,Medium
SUB00708,CUST01762,quarterly,wellness_bundle,758,False,8.77,0.0858,Low
SUB00709,CUST01765,monthly,skincare,760,False,14.19,0.3346,Medium
SUB00710,CUST01766,monthly,haircare,757,False,12.31,0.3544,Medium
SUB00711,CUST01767,quarterly,skincare,742,False,5.25,0.0988,Low
SUB00712,CUST01768,monthly,supplements,747,False,9.64,0.4004,Medium
SUB00713,CUST01770,monthly,supplements,758,False,10.25,0.4424,Medium
SUB00714,CUST01774,quarterly,skincare,754,False,5.32,0.0973,Low
SUB00715,CUST01776,monthly,skincare,749,False,13.96,0.3441,Medium
SUB00716,CUST01778,quarterly,skincare,738,False,5.61,0.0957,Low
SUB00717,CUST01779,quarterly,skincare,736,False,5.72,0.0948,Low
SUB00718,CUST01780,monthly,haircare,180,True,0.0,0.339,Medium
SUB00719,CUST01781,monthly,supplements,60,True,0.0,0.9808,High
SUB00720,CUST01783,monthly,supplements,180,True,0.0,0.4157,Medium
SUB00721,CUST01785,monthly,skincare,120,True,0.0,0.826,High
SUB00722,CUST01789,quarterly,haircare,719,False,4.98,0.0356,Low
SUB00723,CUST01790,monthly,skincare,90,True,0.0,0.9199,High
SUB00724,CUST01794,monthly,haircare,707,False,10.28,0.3275,Low
SUB00725,CUST01796,monthly,haircare,728,False,10.21,0.3176,Low
SUB00726,CUST01797,monthly,wellness_bundle,710,False,22.51,0.2636,Low
SUB00727,CUST01798,monthly,haircare,120,True,0.0,0.8259,High
SUB00728,CUST01799,monthly,haircare,60,True,0.0,0.9564,High
SUB00729,CUST01801,quarterly,supplements,733,False,2.99,0.0355,Low
SUB00730,CUST01804,monthly,skincare,713,False,13.21,0.3644,Medium
SUB00731,CUST01805,monthly,skincare,727,False,11.01,0.3316,Medium
SUB00732,CUST01811,monthly,skincare,90,True,0.0,0.9323,High
SUB00733,CUST01812,monthly,skincare,721,False,11.24,0.3437,Medium
SUB00734,CUST01816,monthly,skincare,150,True,0.0,0.6134,Medium
SUB00735,CUST01821,monthly,supplements,710,False,10.11,0.4348,Medium
SUB00736,CUST01823,monthly,skincare,724,False,13.24,0.3493,Medium
SUB00737,CUST01824,monthly,supplements,721,False,8.5,0.4188,Medium
SUB00738,CUST01827,quarterly,supplements,710,False,4.36,0.0479,Low
SUB00739,CUST01845,monthly,haircare,732,False,12.83,0.1625,Low
SUB00740,CUST01852,quarterly,skincare,718,False,5.65,0.0374,Low
SUB00741,CUST01858,monthly,haircare,120,True,0.0,0.8234,High
SUB00742,CUST01859,monthly,skincare,710,False,12.79,0.3666,Medium
SUB00743,CUST01868,quarterly,wellness_bundle,711,False,9.38,0.0328,Low
SUB00744,CUST01871,monthly,haircare,715,False,11.32,0.3549,Medium
SUB00745,CUST01875,quarterly,supplements,727,False,4.24,0.048,Low
SUB00746,CUST01880,monthly,supplements,30,True,0.0,0.9936,High
SUB00747,CUST01882,monthly,haircare,724,False,11.6,0.3529,Medium
SUB00748,CUST01883,monthly,haircare,730,False,9.71,0.3402,Medium
SUB00749,CUST01887,monthly,wellness_bundle,720,False,21.35,0.2812,Low
SUB00750,CUST01897,monthly,haircare,150,True,0.0,0.6129,Medium
SUB00751,CUST01900,monthly,skincare,60,True,0.0,0.9772,High
SUB00752,CUST01908,quarterly,haircare,709,False,4.95,0.036,Low
SUB00753,CUST01909,monthly,haircare,90,True,0.0,0.9284,High
SUB00754,CUST01911,monthly,wellness_bundle,733,False,24.66,0.1037,Low
