subscription_id,customer_id,plan_type,product_category_key,lifetime_days,is_churned,estimated_mrr,churn_probability,risk_band,top_churn_driver
SUB00318,CUST00817,monthly,haircare,815,False,10.13,0.5561,Medium,cohort_quarter
SUB00319,CUST00821,monthly,haircare,90,True,0.0,0.945,High,cohort_month
SUB00320,CUST00822,monthly,skincare,270,True,0.0,0.4521,Medium,total_net_revenue
SUB00321,CUST00826,monthly,skincare,813,False,16.41,0.3856,Medium,total_net_revenue
SUB00322,CUST00827,quarterly,skincare,826,False,6.58,0.0817,Low,order_interval_days
SUB00323,CUST00830,quarterly,supplements,270,True,0.0,0.3043,Low,order_interval_days
SUB00324,CUST00834,monthly,wellness_bundle,150,True,0.0,0.6351,Medium,total_discounts
SUB00325,CUST00836,monthly,wellness_bundle,120,True,0.0,0.7684,High,cohort_month
SUB00326,CUST00837,monthly,supplements,150,True,0.0,0.9131,High,cohort_month
SUB00327,CUST00843,quarterly,supplements,180,True,0.0,0.4,Medium,order_interval_days
SUB00328,CUST00844,quarterly,supplements,806,False,5.19,0.2263,Low,order_interval_days
SUB00329,CUST00845,quarterly,haircare,819,False,5.32,0.1744,Low,order_interval_days
SUB00330,CUST00846,quarterly,skincare,804,False,6.63,0.0706,Low,order_interval_days
SUB00331,CUST00850,monthly,wellness_bundle,826,False,30.19,0.5592,Medium,total_net_revenue
SUB00332,CUST00851,monthly,wellness_bundle,801,False,23.25,0.3893,Medium,total_net_revenue
SUB00333,CUST00853,monthly,wellness_bundle,150,True,0.0,0.7373,High,cohort_month
SUB00334,CUST00854,quarterly,supplements,813,False,5.18,0.2187,Low,order_interval_days
SUB00335,CUST00855,quarterly,supplements,821,False,5.08,0.1955,Low,order_interval_days
SUB00336,CUST00856,monthly,supplements,798,False,12.24,0.5447,Medium,cohort_quarter
SUB00337,CUST00857,quarterly,haircare,803,False,4.68,0.2519,Low,order_interval_days
SUB00338,CUST00858,quarterly,supplements,803,False,4.97,0.27,Low,order_interval_days
SUB00339,CUST00859,monthly,supplements,811,False,12.75,0.4796,Medium,total_net_revenue
SUB00340,CUST00860,quarterly,skincare,801,False,6.89,0.0825,Low,order_interval_days
SUB00341,CUST00861,quarterly,supplements,801,False,5.04,0.2664,Low,order_interval_days
SUB00342,CUST00863,monthly,supplements,817,False,11.66,0.5464,Medium,total_orders
SUB00343,CUST00864,monthly,wellness_bundle,150,True,0.0,0.7144,High,cohort_month
SUB00344,CUST00866,monthly,haircare,210,True,0.0,0.6769,High,cohort_quarter
SUB00345,CUST00868,monthly,supplements,180,True,0.0,0.8234,High,cohort_month
SUB00346,CUST00869,monthly,skincare,817,False,16.18,0.4423,Medium,total_net_revenue
SUB00347,CUST00871,monthly,skincare,210,True,0.0,0.6911,High,cohort_month
SUB00348,CUST00873,quarterly,skincare,816,False,6.53,0.0706,Low,order_interval_days
SUB00349,CUST00876,monthly,skincare,809,False,16.45,0.5572,Medium,total_net_revenue
SUB00350,CUST00877,monthly,skincare,30,True,0.0,0.9851,High,cohort_month
SUB00351,CUST00879,monthly,skincare,826,False,17.2,0.2363,Low,total_net_revenue
SUB00352,CUST00882,monthly,supplements,818,False,12.87,0.4469,Medium,total_net_revenue
SUB00353,CUST00884,quarterly,haircare,816,False,3.53,0.341,Medium,order_interval_days
SUB00354,CUST00886,monthly,supplements,805,False,11.33,0.5164,Medium,cohort_quarter
SUB00355,CUST00889,monthly,haircare,804,False,13.76,0.3312,Medium,total_net_revenue
SUB00356,CUST00890,monthly,haircare,809,False,14.74,0.5397,Medium,total_net_revenue
SUB00357,CUST00894,monthly,supplements,30,True,0.0,0.9868,High,cohort_month
SUB00358,CUST00896,quarterly,skincare,800,False,6.81,0.0839,Low,order_interval_days
SUB00359,CUST00902,quarterly,skincare,826,False,6.6,0.0848,Low,order_interval_days
SUB00360,CUST00903,quarterly,supplements,816,False,5.19,0.2265,Low,order_interval_days
SUB00361,CUST00906,monthly,haircare,90,True,0.0,0.89,High,cohort_month
SUB00362,CUST00907,monthly,skincare,30,True,0.0,0.9876,High,cohort_month
SUB00363,CUST00908,quarterly,haircare,804,False,5.75,0.1317,Low,order_interval_days
SUB00364,CUST00919,quarterly,wellness_bundle,90,True,0.0,0.4069,Medium,order_interval_days
SUB00365,CUST00928,quarterly,skincare,805,False,6.56,0.0706,Low,order_interval_days
SUB00366,CUST00932,quarterly,skincare,801,False,6.95,0.0894,Low,order_interval_days
SUB00367,CUST00935,quarterly,skincare,820,False,6.42,0.0965,Low,order_interval_days
SUB00368,CUST00944,monthly,wellness_bundle,210,True,0.0,0.4018,Medium,total_net_revenue
SUB00369,CUST00946,quarterly,skincare,808,False,6.69,0.0804,Low,order_interval_days
SUB00370,CUST00947,monthly,skincare,90,True,0.0,0.9616,High,cohort_month
SUB00371,CUST00954,monthly,supplements,799,False,12.83,0.4937,Medium,total_net_revenue
SUB00372,CUST00956,monthly,haircare,150,True,0.0,0.8671,High,cohort_month
SUB00373,CUST00958,monthly,haircare,120,True,0.0,0.8755,High,cohort_month
SUB00374,CUST00959,monthly,skincare,30,True,0.0,0.9858,High,cohort_month
SUB00375,CUST00962,monthly,supplements,825,False,14.15,0.479,Medium,total_orders
SUB00376,CUST00968,monthly,skincare,120,True,0.0,0.9582,High,cohort_month
SUB00377,CUST00970,quarterly,haircare,803,False,5.87,0.1246,Low,order_interval_days
SUB00378,CUST00971,quarterly,wellness_bundle,817,False,10.68,0.1293,Low,order_interval_days
SUB00379,CUST00973,monthly,supplements,150,True,0.0,0.9227,High,cohort_month
SUB00380,CUST00974,monthly,supplements,150,True,0.0,0.8914,High,cohort_month
SUB00381,CUST00975,monthly,supplements,90,True,0.0,0.9661,High,cohort_month
SUB00382,CUST00976,quarterly,haircare,805,False,6.17,0.1069,Low,order_interval_days
SUB00383,CUST00977,monthly,haircare,804,False,14.37,0.3388,Medium,total_net_revenue
SUB00384,CUST00978,monthly,supplements,806,False,9.71,0.6832,High,cohort_quarter
SUB00385,CUST00979,monthly,skincare,799,False,16.21,0.3505,Medium,total_net_revenue
SUB00386,CUST00980,monthly,wellness_bundle,120,True,0.0,0.8459,High,cohort_month
SUB00387,CUST00981,quarterly,haircare,90,True,0.0,0.5597,Medium,order_interval_days
SUB00388,CUST00982,monthly,wellness_bundle,805,False,28.88,0.5806,Medium,total_net_revenue
SUB00389,CUST00983,quarterly,supplements,810,False,5.14,0.1938,Low,order_interval_days
SUB00390,CUST00984,monthly,supplements,799,False,13.25,0.5314,Medium,total_net_revenue
SUB00391,CUST00985,quarterly,skincare,821,False,6.21,0.0919,Low,order_interval_days
SUB00392,CUST00986,quarterly,skincare,807,False,6.64,0.0706,Low,order_interval_days
SUB00393,CUST00987,monthly,skincare,820,False,15.02,0.4625,Medium,total_net_revenue
SUB00394,CUST00988,monthly,wellness_bundle,120,True,0.0,0.841,High,cohort_month
SUB00395,CUST00990,quarterly,wellness_bundle,823,False,10.7,0.1302,Low,order_interval_days
SUB00396,CUST00991,monthly,skincare,806,False,14.04,0.3638,Medium,total_net_revenue
SUB00397,CUST00992,monthly,supplements,150,True,0.0,0.9466,High,cohort_month
SUB00398,CUST00993,quarterly,skincare,798,False,5.06,0.2578,Low,order_interval_days
SUB00399,CUST00995,monthly,skincare,240,True,0.0,0.6442,Medium,total_net_revenue
SUB00400,CUST00996,quarterly,supplements,800,False,4.09,0.3526,Medium,order_interval_days
SUB00401,CUST00999,quarterly,supplements,823,False,4.99,0.2168,Low,order_interval_days
SUB00402,CUST01001,monthly,supplements,810,False,12.83,0.5612,Medium,total_net_revenue
SUB00403,CUST01002,quarterly,skincare,824,False,6.33,0.089,Low,order_interval_days
SUB00404,CUST01003,monthly,supplements,180,True,0.0,0.8448,High,cohort_month
SUB00405,CUST01004,quarterly,skincare,90,True,0.0,0.5526,Medium,order_interval_days
SUB00406,CUST01005,monthly,skincare,806,False,16.44,0.3556,Medium,total_net_revenue
SUB00407,CUST01006,quarterly,skincare,814,False,5.11,0.1881,Low,order_interval_days
SUB00408,CUST01007,monthly,supplements,30,True,0.0,0.9868,High,cohort_month
SUB00409,CUST01008,quarterly,supplements,798,False,5.12,0.2352,Low,order_interval_days
SUB00410,CUST01009,monthly,wellness_bundle,810,False,24.96,0.2883,Low,total_net_revenue
SUB00411,CUST01011,monthly,supplements,822,False,14.02,0.4876,Medium,total_orders
SUB00412,CUST01014,quarterly,wellness_bundle,807,False,10.25,0.1359,Low,order_interval_days
SUB00413,CUST01018,monthly,skincare,150,True,0.0,0.7714,High,cohort_month
SUB00414,CUST01019,monthly,skincare,60,True,0.0,0.9816,High,cohort_month
SUB00415,CUST01020,monthly,haircare,815,False,14.3,0.4022,Medium,total_net_revenue
SUB00416,CUST01021,monthly,wellness_bundle,818,False,26.34,0.3658,Medium,total_net_revenue
SUB00417,CUST01022,monthly,skincare,815,False,14.62,0.4471,Medium,total_net_revenue
SUB00418,CUST01023,monthly,skincare,823,False,16.32,0.2877,Low,total_net_revenue
SUB00419,CUST01024,monthly,wellness_bundle,150,True,0.0,0.8101,High,total_net_revenue
SUB00420,CUST01025,quarterly,skincare,826,False,6.37,0.0722,Low,order_interval_days
SUB00421,CUST01026,quarterly,haircare,801,False,6.0,0.1007,Low,order_interval_days
SUB00422,CUST01027,monthly,skincare,805,False,14.93,0.3569,Medium,total_net_revenue
SUB00423,CUST01028,monthly,supplements,798,False,12.75,0.5872,Medium,total_orders
SUB00424,CUST01029,quarterly,wellness_bundle,807,False,10.91,0.1302,Low,order_interval_days
SUB00425,CUST01032,monthly,wellness_bundle,30,True,0.0,0.9692,High,cohort_month
SUB00426,CUST01033,quarterly,skincare,802,False,6.8,0.0863,Low,order_interval_days
SUB00427,CUST01035,quarterly,wellness_bundle,802,False,11.29,0.1265,Low,order_interval_days
SUB00428,CUST01036,monthly,skincare,818,False,16.18,0.4604,Medium,total_net_revenue
SUB00429,CUST01038,quarterly,skincare,806,False,6.51,0.117,Low,order_interval_days
SUB00430,CUST01041,monthly,supplements,270,True,0.0,0.5918,Medium,total_orders
SUB00431,CUST01045,monthly,wellness_bundle,810,False,27.27,0.3783,Medium,total_net_revenue
SUB00432,CUST01046,monthly,wellness_bundle,809,False,28.2,0.4039,Medium,total_net_revenue
SUB00433,CUST01047,monthly,skincare,180,True,0.0,0.7742,High,cohort_month
SUB00434,CUST01048,monthly,supplements,799,False,12.94,0.4658,Medium,total_net_revenue
SUB00435,CUST01051,quarterly,skincare,800,False,6.58,0.0763,Low,order_interval_days
SUB00436,CUST01053,monthly,supplements,60,True,0.0,0.9808,High,cohort_month
SUB00437,CUST01054,monthly,haircare,210,True,0.0,0.4635,Medium,total_discounts
SUB00438,CUST01056,monthly,supplements,150,True,0.0,0.7991,High,cohort_quarter
SUB00439,CUST01057,monthly,wellness_bundle,810,False,26.35,0.3504,Medium,total_net_revenue
SUB00440,CUST01059,quarterly,skincare,808,False,4.9,0.2616,Low,order_interval_days
SUB00441,CUST01061,monthly,supplements,799,False,11.43,0.5711,Medium,cohort_quarter
SUB00442,CUST01062,monthly,skincare,823,False,17.6,0.2472,Low,total_net_revenue
SUB00443,CUST01064,monthly,skincare,805,False,15.51,0.3442,Medium,total_net_revenue
SUB00444,CUST01065,monthly,haircare,825,False,16.06,0.2779,Low,total_net_revenue
SUB00445,CUST01072,monthly,supplements,814,False,11.97,0.5104,Medium,total_orders
SUB00446,CUST01076,monthly,haircare,180,True,0.0,0.7254,High,cohort_month
SUB00447,CUST01079,monthly,skincare,150,True,0.0,0.8952,High,cohort_month
SUB00448,CUST01087,quarterly,supplements,776,False,4.21,0.3321,Medium,order_interval_days
SUB00449,CUST01088,quarterly,supplements,776,False,3.0,0.4722,Medium,order_interval_days
SUB00450,CUST01092,monthly,supplements,180,True,0.0,0.7315,High,cohort_month
SUB00451,CUST01095,monthly,supplements,60,True,0.0,0.9756,High,total_net_revenue
SUB00452,CUST01100,monthly,wellness_bundle,150,True,0.0,0.695,High,cohort_month
SUB00453,CUST01107,monthly,haircare,120,True,0.0,0.9277,High,cohort_month
SUB00454,CUST01115,monthly,haircare,787,False,13.54,0.4662,Medium,total_net_revenue
SUB00455,CUST01121,quarterly,skincare,788,False,4.79,0.4034,Medium,order_interval_days
SUB00456,CUST01124,quarterly,skincare,790,False,5.12,0.4067,Medium,order_interval_days
SUB00457,CUST01125,monthly,wellness_bundle,790,False,22.0,0.3591,Medium,total_net_revenue
SUB00458,CUST01143,quarterly,skincare,788,False,5.15,0.4095,Medium,order_interval_days
SUB00459,CUST01148,monthly,wellness_bundle,30,True,0.0,0.968,High,total_orders
SUB00460,CUST01150,quarterly,supplements,770,False,3.96,0.3146,Low,order_interval_days
SUB00461,CUST01159,quarterly,supplements,794,False,5.32,0.2171,Low,order_interval_days
SUB00462,CUST01160,quarterly,haircare,785,False,4.37,0.3799,Medium,order_interval_days
SUB00463,CUST01161,quarterly,supplements,773,False,4.08,0.3088,Low,order_interval_days
SUB00464,CUST01166,monthly,skincare,784,False,13.75,0.3751,Medium,total_net_revenue
SUB00465,CUST01171,monthly,supplements,788,False,10.35,0.4913,Medium,total_orders
SUB00466,CUST01177,quarterly,supplements,786,False,2.92,0.4722,Medium,order_interval_days
SUB00467,CUST01178,monthly,skincare,779,False,15.2,0.3199,Low,total_net_revenue
SUB00468,CUST01185,monthly,skincare,786,False,13.55,0.2649,Low,total_net_revenue
SUB00469,CUST01187,monthly,skincare,270,True,0.0,0.4044,Medium,total_net_revenue
SUB00470,CUST01188,monthly,skincare,30,True,0.0,0.9833,High,total_net_revenue
SUB00471,CUST01191,monthly,haircare,773,False,13.81,0.246,Low,total_net_revenue
SUB00472,CUST01193,quarterly,wellness_bundle,772,False,8.48,0.2178,Low,order_interval_days
SUB00473,CUST01195,monthly,wellness_bundle,90,True,0.0,0.9131,High,cohort_month
SUB00474,CUST01196,quarterly,haircare,180,True,0.0,0.3788,Medium,order_interval_days
SUB00475,CUST01197,quarterly,supplements,90,True,0.0,0.5445,Medium,order_interval_days
SUB00476,CUST01203,monthly,skincare,210,True,0.0,0.5746,Medium,total_net_revenue
SUB00477,CUST01206,monthly,wellness_bundle,779,False,25.58,0.3509,Medium,total_net_revenue
SUB00478,CUST01207,quarterly,haircare,769,False,3.33,0.4601,Medium,order_interval_days
SUB00479,CUST01211,quarterly,supplements,90,True,0.0,0.4069,Medium,order_interval_days
SUB00480,CUST01212,quarterly,supplements,787,False,2.91,0.4708,Medium,order_interval_days
SUB00481,CUST01213,monthly,supplements,767,False,10.8,0.4635,Medium,total_orders
SUB00482,CUST01214,monthly,haircare,768,False,12.8,0.3804,Medium,total_net_revenue
SUB00483,CUST01216,monthly,skincare,120,True,0.0,0.9396,High,cohort_month
SUB00484,CUST01218,quarterly,supplements,769,False,4.24,0.3319,Medium,order_interval_days
SUB00485,CUST01219,monthly,skincare,150,True,0.0,0.822,High,cohort_month
SUB00486,CUST01220,quarterly,skincare,772,False,3.7,0.3475,Medium,order_interval_days
SUB00487,CUST01222,monthly,supplements,30,True,0.0,0.9821,High,total_orders
SUB00488,CUST01223,quarterly,wellness_bundle,791,False,11.94,0.1237,Low,order_interval_days
SUB00489,CUST01225,monthly,haircare,180,True,0.0,0.7201,High,cohort_month
SUB00490,CUST01228,monthly,supplements,150,True,0.0,0.8647,High,cohort_month
SUB00491,CUST01229,quarterly,skincare,180,True,0.0,0.4219,Medium,order_interval_days
SUB00492,CUST01231,monthly,supplements,90,True,0.0,0.9576,High,total_net_revenue
SUB00493,CUST01232,monthly,supplements,210,True,0.0,0.6142,Medium,cohort_month
SUB00494,CUST01233,monthly,skincare,792,False,15.03,0.2781,Low,total_net_revenue
SUB00495,CUST01235,monthly,haircare,769,False,12.23,0.2988,Low,total_net_revenue
SUB00496,CUST01237,monthly,skincare,779,False,12.1,0.3625,Medium,total_orders
SUB00497,CUST01243,quarterly,wellness_bundle,771,False,9.13,0.2092,Low,order_interval_days
SUB00498,CUST01244,monthly,wellness_bundle,150,True,0.0,0.7526,High,total_net_revenue
SUB00499,CUST01247,monthly,haircare,791,False,13.63,0.2543,Low,total_net_revenue
SUB00500,CUST01249,quarterly,supplements,794,False,4.24,0.3104,Low,order_interval_days
SUB00501,CUST01250,monthly,skincare,90,True,0.0,0.9479,High,cohort_month
SUB00502,CUST01251,quarterly,supplements,777,False,3.92,0.3161,Low,order_interval_days
SUB00503,CUST01252,quarterly,wellness_bundle,782,False,6.38,0.2781,Low,order_interval_days
SUB00504,CUST01253,monthly,skincare,150,True,0.0,0.8041,High,cohort_month
SUB00505,CUST01257,monthly,supplements,180,True,0.0,0.7497,High,cohort_month
SUB00506,CUST01259,quarterly,skincare,769,False,5.41,0.3407,Medium,order_interval_days
SUB00507,CUST01261,quarterly,supplements,791,False,5.15,0.2374,Low,order_interval_days
SUB00508,CUST01263,monthly,supplements,60,True,0.0,0.9659,High,total_net_revenue
SUB00509,CUST01265,monthly,haircare,786,False,13.19,0.2702,Low,total_net_revenue
SUB00510,CUST01266,monthly,wellness_bundle,772,False,22.19,0.2951,Low,total_net_revenue
SUB00511,CUST01267,monthly,skincare,120,True,0.0,0.9151,High,cohort_month
SUB00512,CUST01269,monthly,supplements,781,False,11.02,0.5111,Medium,total_orders
SUB00513,CUST01270,quarterly,supplements,784,False,4.07,0.3078,Low,order_interval_days
SUB00514,CUST01274,quarterly,skincare,786,False,5.26,0.355,Medium,order_interval_days
SUB00515,CUST01284,monthly,supplements,180,True,0.0,0.7432,High,cohort_month
SUB00516,CUST01286,quarterly,skincare,788,False,3.7,0.3334,Medium,order_interval_days
SUB00517,CUST01288,quarterly,supplements,270,True,0.0,0.2888,Low,order_interval_days
SUB00518,CUST01290,monthly,haircare,779,False,13.44,0.4307,Medium,total_net_revenue
SUB00519,CUST01296,monthly,haircare,90,True,0.0,0.9355,High,cohort_month
SUB00520,CUST01297,quarterly,haircare,786,False,3.29,0.4304,Medium,order_interval_days
SUB00521,CUST01311,monthly,skincare,780,False,14.18,0.4085,Medium,total_net_revenue
SUB00522,CUST01316,quarterly,skincare,780,False,3.53,0.3781,Medium,order_interval_days
SUB00523,CUST01317,quarterly,haircare,791,False,6.13,0.1039,Low,order_interval_days
SUB00524,CUST01318,monthly,haircare,786,False,12.61,0.3599,Medium,total_net_revenue
SUB00525,CUST01322,monthly,supplements,30,True,0.0,0.9816,High,total_orders
SUB00526,CUST01324,monthly,supplements,767,False,11.94,0.4997,Medium,total_orders
SUB00527,CUST01325,quarterly,haircare,180,True,0.0,0.4855,Medium,order_interval_days
SUB00528,CUST01326,monthly,supplements,788,False,10.83,0.4197,Medium,total_orders
SUB00529,CUST01334,monthly,supplements,180,True,0.0,0.7072,High,cohort_month
SUB00530,CUST01335,monthly,haircare,774,False,13.49,0.246,Low,total_net_revenue
SUB00531,CUST01336,quarterly,supplements,777,False,3.84,0.3351,Medium,order_interval_days
SUB00532,CUST01337,quarterly,supplements,785,False,4.02,0.3105,Low,order_interval_days
SUB00533,CUST01338,monthly,skincare,767,False,15.44,0.4342,Medium,total_net_revenue
SUB00534,CUST01339,monthly,supplements,780,False,11.68,0.4262,Medium,total_orders
SUB00535,CUST01342,monthly,haircare,772,False,12.53,0.3703,Medium,total_orders
SUB00536,CUST01344,quarterly,skincare,180,True,0.0,0.4184,Medium,order_interval_days
SUB00537,CUST01350,quarterly,haircare,782,False,4.68,0.3874,Medium,order_interval_days
SUB00538,CUST01351,quarterly,supplements,771,False,4.07,0.3019,Low,order_interval_days
SUB00539,CUST01352,monthly,supplements,785,False,11.96,0.4982,Medium,total_net_revenue
SUB00540,CUST01353,monthly,supplements,791,False,13.51,0.4456,Medium,total_net_revenue
SUB00541,CUST01354,quarterly,skincare,791,False,6.58,0.1025,Low,order_interval_days
SUB00542,CUST01357,monthly,skincare,771,False,15.11,0.3152,Low,total_net_revenue
SUB00543,CUST01359,monthly,supplements,769,False,10.69,0.5356,Medium,total_orders
SUB00544,CUST01360,monthly,wellness_bundle,240,True,0.0,0.3822,Medium,total_net_revenue
SUB00545,CUST01361,quarterly,wellness_bundle,778,False,9.31,0.208,Low,order_interval_days
SUB00546,CUST01362,monthly,haircare,210,True,0.0,0.5557,Medium,cohort_month
SUB00547,CUST01365,monthly,skincare,782,False,15.6,0.5241,Medium,total_net_revenue
SUB00548,CUST01366,quarterly,skincare,792,False,6.74,0.0851,Low,order_interval_days
SUB00549,CUST01368,quarterly,supplements,795,False,5.3,0.2096,Low,order_interval_days
SUB00550,CUST01369,monthly,supplements,210,True,0.0,0.61,Medium,cohort_month
SUB00551,CUST01370,monthly,supplements,778,False,9.41,0.5494,Medium,total_orders
SUB00552,CUST01374,monthly,skincare,120,True,0.0,0.9171,High,cohort_month
SUB00553,CUST01375,monthly,skincare,180,True,0.0,0.6905,High,cohort_month
SUB00554,CUST01376,quarterly,supplements,789,False,4.0,0.3088,Low,order_interval_days
SUB00555,CUST01377,monthly,haircare,780,False,12.2,0.378,Medium,total_orders
SUB00556,CUST01378,monthly,skincare,785,False,13.93,0.4067,Medium,total_net_revenue
SUB00557,CUST01379,quarterly,supplements,787,False,3.93,0.2997,Low,order_interval_days
SUB00558,CUST01380,monthly,haircare,769,False,11.22,0.3666,Medium,total_orders
SUB00559,CUST01381,monthly,haircare,788,False,13.46,0.3433,Medium,total_net_revenue
SUB00560,CUST01382,monthly,supplements,794,False,11.85,0.3937,Medium,total_orders
SUB00561,CUST01383,quarterly,haircare,785,False,3.19,0.4907,Medium,order_interval_days
SUB00562,CUST01385,monthly,skincare,767,False,15.34,0.4888,Medium,total_net_revenue
SUB00563,CUST01386,monthly,skincare,781,False,15.27,0.4189,Medium,total_net_revenue
SUB00564,CUST01387,quarterly,supplements,795,False,5.02,0.2208,Low,order_interval_days
SUB00565,CUST01389,monthly,supplements,60,True,0.0,0.975,High,total_net_revenue
SUB00566,CUST01391,quarterly,haircare,776,False,4.68,0.3871,Medium,order_interval_days
SUB00567,CUST01393,quarterly,skincare,769,False,5.44,0.3425,Medium,order_interval_days
SUB00568,CUST01394,quarterly,skincare,781,False,3.47,0.4006,Medium,order_interval_days
SUB00569,CUST01395,quarterly,haircare,180,True,0.0,0.3899,Medium,order_interval_days
SUB00570,CUST01398,monthly,wellness_bundle,60,True,0.0,0.9249,High,cohort_month
SUB00571,CUST01400,monthly,skincare,210,True,0.0,0.4847,Medium,total_net_revenue
SUB00572,CUST01401,quarterly,skincare,784,False,5.25,0.3567,Medium,order_interval_days
SUB00573,CUST01402,monthly,haircare,772,False,13.48,0.2561,Low,total_net_revenue
SUB00574,CUST01404,monthly,skincare,30,True,0.0,0.9839,High,total_orders
SUB00575,CUST01406,quarterly,wellness_bundle,791,False,11.51,0.1241,Low,order_interval_days
SUB00576,CUST01407,monthly,skincare,792,False,16.9,0.3084,Low,total_net_revenue
SUB00577,CUST01408,monthly,supplements,30,True,0.0,0.9833,High,total_orders
SUB00578,CUST01409,monthly,supplements,785,False,12.1,0.3902,Medium,total_orders
SUB00579,CUST01411,monthly,haircare,180,True,0.0,0.7086,High,cohort_month
SUB00580,CUST01412,monthly,supplements,90,True,0.0,0.9192,High,cohort_month
SUB00581,CUST01415,monthly,supplements,240,True,0.0,0.5891,Medium,total_orders
SUB00582,CUST01416,monthly,skincare,791,False,17.25,0.4794,Medium,total_net_revenue
SUB00583,CUST01417,monthly,haircare,771,False,12.16,0.2868,Low,total_orders
SUB00584,CUST01418,monthly,haircare,773,False,14.1,0.4806,Medium,total_net_revenue
SUB00585,CUST01419,monthly,haircare,768,False,14.01,0.3079,Low,total_net_revenue
SUB00586,CUST01420,quarterly,skincare,793,False,3.7,0.3037,Low,order_interval_days
SUB00587,CUST01421,monthly,skincare,150,True,0.0,0.7975,High,cohort_month
SUB00588,CUST01422,quarterly,skincare,770,False,5.3,0.4135,Medium,order_interval_days
SUB00589,CUST01423,monthly,skincare,774,False,13.59,0.2496,Low,total_net_revenue
SUB00590,CUST01424,monthly,supplements,30,True,0.0,0.9821,High,total_orders
SUB00591,CUST01427,quarterly,haircare,794,False,6.28,0.1126,Low,order_interval_days
SUB00592,CUST01428,quarterly,wellness_bundle,788,False,8.66,0.2155,Low,order_interval_days
SUB00593,CUST01429,quarterly,haircare,787,False,4.83,0.4226,Medium,order_interval_days
SUB00594,CUST01434,monthly,skincare,774,False,14.42,0.3836,Medium,total_net_revenue
SUB00595,CUST01435,monthly,wellness_bundle,778,False,25.3,0.3533,Medium,total_net_revenue
SUB00596,CUST01437,quarterly,supplements,769,False,4.07,0.3025,Low,order_interval_days
SUB00597,CUST01442,monthly,skincare,753,False,13.65,0.3056,Low,total_net_revenue
SUB00598,CUST01444,quarterly,skincare,758,False,5.28,0.2829,Low,order_interval_days
SUB00599,CUST01451,quarterly,haircare,761,False,4.31,0.2666,Low,order_interval_days
SUB00600,CUST01452,monthly,skincare,752,False,14.36,0.4775,Medium,total_net_revenue
SUB00601,CUST01456,quarterly,wellness_bundle,750,False,9.09,0.1758,Low,order_interval_days
SUB00602,CUST01457,monthly,wellness_bundle,30,True,0.0,0.9537,High,total_orders
SUB00603,CUST01458,monthly,supplements,753,False,10.53,0.4823,Medium,total_orders
SUB00604,CUST01460,quarterly,skincare,757,False,5.31,0.2829,Low,order_interval_days
SUB00605,CUST01461,quarterly,haircare,90,True,0.0,0.5351,Medium,order_interval_days
SUB00606,CUST01462,monthly,haircare,749,False,12.42,0.2682,Low,total_discounts
SUB00607,CUST01465,quarterly,skincare,749,False,5.36,0.2836,Low,order_interval_days
SUB00608,CUST01470,monthly,haircare,120,True,0.0,0.9145,High,cohort_quarter
SUB00609,CUST01474,quarterly,skincare,737,False,5.29,0.2865,Low,order_interval_days
SUB00610,CUST01477,monthly,skincare,738,False,14.47,0.4728,Medium,total_net_revenue
SUB00611,CUST01485,monthly,haircare,150,True,0.0,0.7299,High,cohort_quarter
SUB00612,CUST01487,quarterly,supplements,759,False,3.86,0.2791,Low,order_interval_days
SUB00613,CUST01490,quarterly,skincare,763,False,5.18,0.2846,Low,order_interval_days
SUB00614,CUST01498,monthly,skincare,150,True,0.0,0.7568,High,order_interval_days
SUB00615,CUST01502,monthly,wellness_bundle,747,False,21.46,0.2647,Low,total_net_revenue
SUB00616,CUST01504,monthly,supplements,754,False,9.95,0.4481,Medium,total_orders
SUB00617,CUST01506,monthly,skincare,742,False,11.03,0.3648,Medium,total_orders
SUB00618,CUST01516,monthly,supplements,745,False,9.9,0.5149,Medium,total_orders
SUB00619,CUST01517,monthly,supplements,745,False,10.92,0.5176,Medium,total_orders
SUB00620,CUST01519,monthly,supplements,752,False,9.91,0.4147,Medium,total_orders
SUB00621,CUST01528,monthly,skincare,737,False,12.79,0.3483,Medium,total_net_revenue
SUB00622,CUST01546,monthly,haircare,757,False,9.68,0.4735,Medium,total_orders
SUB00623,CUST01550,quarterly,skincare,753,False,3.84,0.2942,Low,order_interval_days
SUB00624,CUST01560,quarterly,haircare,757,False,3.26,0.4467,Medium,order_interval_days
SUB00625,CUST01568,monthly,haircare,180,True,0.0,0.4733,Medium,order_interval_days
SUB00626,CUST01569,quarterly,skincare,747,False,5.56,0.2537,Low,order_interval_days
SUB00627,CUST01577,monthly,haircare,755,False,12.62,0.4705,Medium,total_net_revenue
SUB00628,CUST01580,quarterly,skincare,743,False,5.46,0.2966,Low,order_interval_days
SUB00629,CUST01583,quarterly,skincare,738,False,5.28,0.2858,Low,order_interval_days
SUB00630,CUST01584,monthly,wellness_bundle,60,True,0.0,0.9087,High,order_interval_days
SUB00631,CUST01589,monthly,skincare,30,True,0.0,0.9837,High,total_net_revenue
SUB00632,CUST01593,monthly,supplements,60,True,0.0,0.9762,High,total_net_revenue
SUB00633,CUST01594,monthly,supplements,60,True,0.0,0.9774,High,total_net_revenue
SUB00634,CUST01598,monthly,wellness_bundle,30,True,0.0,0.9662,High,total_orders
